,object_number,url,valid_link,image_link,seen
255,PC 20150096,https://opencontext.org/subjects/6ceea211-01c3-4d88-ba5e-dfcd24f8bc39,True,https://storage.googleapis.com/opencontext-media/poggio-civitate/2024-media/thumbs/pc20150096-16-49-51.jpg,True
256,PC 20150002,https://opencontext.org/subjects/ec7f5b10-4932-4712-a776-68bc908e870a,True,,True
257,PC 20150003,https://opencontext.org/subjects/91306dd2-4bd2-4aee-9379-ed1dbcf47a31,True,,True
258,PC 20150004,https://opencontext.org/subjects/1d294eef-df4b-4c21-8fae-8a752fd4de93,True,,True
259,PC 20150005,https://opencontext.org/subjects/d66deb15-03fa-45a6-8dfb-3ff2c4b614bc,True,,True
260,PC 20150006,https://opencontext.org/subjects/b7f0283a-497d-420e-82de-c6a1de9af0dc,True,,True
261,PC 20150007,https://opencontext.org/subjects/8cb06ef1-4ac5-43bc-9284-2facaaf958fe,True,,True
262,PC 20150008,https://opencontext.org/subjects/1391cb19-af6a-41ce-9c7c-e1cd89be6a04,True,https://storage.googleapis.com/opencontext-media/poggio-civitate/2023-media/thumbs/20150008-profile-8-45-26.jpg,True
263,PC 20150009,https://opencontext.org/subjects/b3c185dc-f4eb-4b8f-968c-d220b328f87f,True,,True
264,PC 20150010,https://opencontext.org/subjects/a744929d-87fa-4ef9-8ef2-391a685bd2f0,True,,True
265,PC 20150011,https://opencontext.org/subjects/6f010247-7e32-4f20-af14-d1b77ad1f7a2,True,,True
266,PC 20150012,https://opencontext.org/subjects/0a5c876d-e3c0-4fe8-aa3a-16f99a0a91b0,True,,True
267,PC 20150013,https://opencontext.org/subjects/ec8f2458-808f-496c-8173-fb29607f8d6e,True,,True
268,PC 20150014,https://opencontext.org/subjects/c4f35c17-3433-4fd5-8eac-88affc5014f0,True,,True
269,PC 20150015,https://opencontext.org/subjects/55f4c6f0-3a8e-469b-bdd5-bdab97fcf438,True,,True
270,PC 20150016,https://opencontext.org/subjects/a0fb1513-b2c8-4131-aa17-76d0da7136d4,True,,True
271,PC 20150017,https://opencontext.org/subjects/1eb1cdf8-b539-47fc-bef7-5cb77f406c8d,True,,True
272,PC 20150020,https://opencontext.org/subjects/55e336ea-9946-49db-a52e-8725957dda4a,True,,True
273,PC 20150021,https://opencontext.org/subjects/f1d7f902-04ef-4922-99c9-7dac925253db,True,,True
274,PC 20150026,https://opencontext.org/subjects/8459475d-a613-4c97-b9da-af667cdab082,True,,True
275,PC 20150027,https://opencontext.org/subjects/953e2975-69fe-4efe-824b-0f5a480d59f5,True,,True
276,PC 20150029,https://opencontext.org/subjects/21021c1e-1566-4e41-abfa-604bece4e396,True,,True
277,PC 20150030,https://opencontext.org/subjects/a6ceea62-0c02-47dd-9c82-87a1619684ce,True,,True
278,PC 20150061,https://opencontext.org/subjects/aa1e8a8f-2381-4916-9330-f517eaec114c,True,,True
279,PC 20150065,https://opencontext.org/subjects/9a807412-2b40-4050-8fb3-adcdeefa34ee,True,,True
280,PC 20150070,https://opencontext.org/subjects/33ecf708-a1cc-4cab-9d75-021153dbb972,True,,True
281,PC 20150073,https://opencontext.org/subjects/a6223631-9d9b-46e4-8efa-877f9c847837,True,,True
282,PC 20150079,https://opencontext.org/subjects/17e185fb-c53b-4ad8-b56e-5a06f34beb82,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20150079a.jpg,True
283,PC 20150019,https://opencontext.org/subjects/77abe8c3-a6ce-4946-94af-e47ced0fe626,True,,True
284,PC 20140123                      PC 20150053,https://opencontext.org/subjects/d3b1b57e-4579-4333-a456-9a401020ecaf             https://opencontext.org/subjects/84f80453-13ad-4e35-a55b-4741603b9389 ,True,,True
285,PC 20150063,https://opencontext.org/subjects/1b948df0-930e-4584-9fb0-40936081a802,True,,True
286,PC 20150071,https://opencontext.org/subjects/08e9f573-2ad1-4001-893e-5a6185a25488,True,,True
287,PC 20150072,https://opencontext.org/subjects/2ecc6700-b046-4f6f-8c15-99cbc86b7bc2,True,,True
288,PC 20150074,https://opencontext.org/subjects/73327157-5129-4287-84be-4449bacc27df,True,,True
289,PC 19700340,https://opencontext.org/subjects/1a87d0a2-c9af-4866-1eb3-c977defa7e63,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/19700340EDGE.jpg,True
290,PC 19710344,https://opencontext.org/subjects/c063776d-af30-482c-e1e4-2ed444af7e23,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/19710344BACK.jpg,True
291,PC 19720353,https://opencontext.org/subjects/7ef3cedc-7197-45c4-1fd5-1fc7d932506b,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/19720353BACK.jpg,True
292,PC 19760096,https://opencontext.org/subjects/4828e2c0-49f7-46a3-9d37-9346db36b970,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/19760096BACK.jpg,True
293,PC 19770015,https://opencontext.org/subjects/a3cf5808-5055-414c-845e-66b8dfe1516b,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19770015jpg.jpg,True
294,PC 19770137,https://opencontext.org/subjects/365cddc7-b7de-49a6-aa4d-ed7baf61bf04,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/19770137BACK.jpg,True
295,PC 19770210,https://opencontext.org/subjects/83e4b84b-8538-4b60-203e-42adff930853,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/19770210BACK.jpg,True
296,PC 19810193,https://opencontext.org/subjects/40b58adf-5ec6-40bd-2d72-d8464e71a616,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19810193ahgjpg-24-19810193ahgjpg.jpg,True
297,PC 19820003,https://opencontext.org/subjects/628dcca0-89d9-4190-d70b-75710bd8bdd3,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/19820003Edge1.jpg,True
298,PC 19820035,https://opencontext.org/subjects/1470692e-dd1c-4e87-fa8c-a5a4432573bf,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/19820035Back.jpg,True
299,PC 19870053,https://opencontext.org/subjects/6fc0fa29-2fff-4ce3-7eaa-8fd4bbbb0993,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-photo-19870053-back.jpg,True
300,PC 20070107,https://opencontext.org/subjects/0741f14e-8aff-4bb0-38a5-cee6c4a17d8a,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20070107BACK.jpg,True
301,PC 19660015,https://opencontext.org/subjects/a0236a6a-d02e-40e2-4bfa-e7958c3a6adf,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19660015bwjpg-24-19660015bwjpg.jpg,True
302,PC 19660023,https://opencontext.org/subjects/ce910a1d-4dbe-48f9-9a08-c5a33d8a1d85,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19660023bwjpg-24-19660023bwjpg.jpg,True
303,PC 19670494,https://opencontext.org/subjects/97c7eb42-94cd-4d79-d7f2-a82d5636291d,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19670494bwjpg-24-19670494bwjpg.jpg,True
304,PC 19680413,https://opencontext.org/subjects/a5ee9e6c-0c9a-4da9-6618-a2665e67b0ea,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19680413bwjpg.jpg,True
305,PC 19680456,https://opencontext.org/subjects/abdbf608-c410-4595-bdc2-8de0ac6e88d1,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19680456bwjpg.jpg,True
306,PC 19690009,https://opencontext.org/subjects/d1e02c6e-892f-4de9-803a-25f860d98df6,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19690009bwjpg-24-19690009bwjpg.jpg,True
307,PC 19690124,https://opencontext.org/subjects/ac7a4613-0349-49d4-19fc-b5690dbb504a,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19690124bwjpg-24-19690124bwjpg.jpg,True
308,PC 19690125,https://opencontext.org/subjects/0e16e408-d65c-474c-4953-00e37e876af4,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19690125bwjpg-24-19690125bwjpg.jpg,True
309,PC 19690126,https://opencontext.org/subjects/45c8ab80-52b3-4cf0-db24-c9b066b1f800,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19690126jpg.jpg,True
310,PC 19690128,https://opencontext.org/subjects/64e60b04-25f1-46ea-a8a0-ea3dffb72f60,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19690128-2009-001jpg-24-19690128-2009-001jpg.jpg,True
311,PC 19690157,https://opencontext.org/subjects/d31c5fce-a973-4ce1-e9c3-1b1f2d48364c,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19690157bwjpg-24-19690157bwjpg.jpg,True
312,PC 19690162,https://opencontext.org/subjects/80929840-ab8b-402d-b837-8556be79cb73,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19690162bwjpg-24-19690162bwjpg.jpg,True
313,PC 19690234,https://opencontext.org/subjects/36890e31-7bb9-498a-247a-77be6a7af70c,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19690234sidebjpg.jpg,True
314,PC 19690387,https://opencontext.org/subjects/8b282ff4-d027-48fd-e086-b6e6103630ee,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19690387bwjpg-24-19690387bwjpg.jpg,True
315,PC 19700009,https://opencontext.org/subjects/3f8209e7-c103-44ef-5c7f-44ca0025e5f3,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19700009bwjpg-24-19700009bwjpg.jpg,True
316,PC 19700027,https://opencontext.org/subjects/116e71a4-4e93-4930-7e69-e45e5cae13b8,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19700027bwjpg.jpg,True
317,PC 19700216,https://opencontext.org/subjects/e7b6ab16-c329-4b0d-eb42-7ec566cb5e44,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19700216-2009-001jpg-24-19700216-2009-001jpg.jpg,True
318,PC 19700231,https://opencontext.org/subjects/83fc3768-163c-47ac-e15f-5fb4d8935706,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19700231bwjpg-24-19700231bwjpg.jpg,True
319,PC 19700241,https://opencontext.org/subjects/e9b3d2f7-9687-4228-d9cf-ba0a84aa9e3a,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/19700241.jpg,True
320,PC 19700322,https://opencontext.org/subjects/ae4e5be4-7f64-43ca-ac9c-25caea048660,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19700322bwjpg-24-19700322bwjpg.jpg,True
321,PC 19710053,https://opencontext.org/subjects/eeabdb96-0d99-4914-a363-12294c18820a,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710053bwjpg-24-19710053bwjpg.jpg,True
322,PC 19710132,https://opencontext.org/subjects/99a53b63-1234-4f86-6bec-4708f9893162,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710132jpg-24-19710132jpg.jpg,True
323,PC 19710136,https://opencontext.org/subjects/0d41d5a2-8d5d-4752-19fd-1b34ba72632f,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710136-2009-001jpg.jpg,True
324,PC 19710140,https://opencontext.org/subjects/ba11c2be-bedf-41b9-8c62-474db72e4d46,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710140bwjpg-24-19710140bwjpg.jpg,True
325,PC 19710141,https://opencontext.org/subjects/9fe32b0a-88c5-4215-5575-0df5422b5848,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710141-2009-001jpg-24-19710141-2009-001jpg.jpg,True
326,PC 19710190,https://opencontext.org/subjects/7a7099d6-e97d-4467-fbce-207a1f39cbe8,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710190bwjpg-24-19710190bwjpg.jpg,True
327,PC 19710271,https://opencontext.org/subjects/b1c1a45c-e43c-4d2c-d3dd-c29f247b5e73,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710271-2009-001jpg.jpg,True
328,PC 19710272,https://opencontext.org/subjects/46ccb29e-9d05-4b7a-172e-11b5d6e13d77,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710272-2009-001jpg-24-19710272-2009-001jpg.jpg,True
329,PC 19710294,https://opencontext.org/subjects/42a3329c-44d3-4b2b-5e8e-0534f064168e,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710294bwjpg-24-19710294bwjpg.jpg,True
330,PC 19710297,https://opencontext.org/subjects/f59acc3e-0250-4d26-b249-a2f36fd980b1,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710297bwjpg.jpg,True
331,PC 19710298,https://opencontext.org/subjects/07db7fa1-4dd4-4cde-1522-fe377ea05cef,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710298bwjpg-24-19710298bwjpg.jpg,True
332,PC 19710299,https://opencontext.org/subjects/e0095256-c909-43d8-0b20-78d7cb469009,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710299-2009-001jpg.jpg,True
333,PC 19710305,https://opencontext.org/subjects/b6ae56c4-6e1a-434c-2823-0c72ea65f1cc,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710305bwjpg-24-19710305bwjpg.jpg,True
334,PC 19710311,https://opencontext.org/subjects/ca95abde-226a-4ccf-20a7-e8201d6f71af,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710311-2009-001jpg.jpg,True
335,PC 19710451,https://opencontext.org/subjects/87db861b-e0ab-4112-5b38-0a93d904e5ba,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710451bwjpg-24-19710451bwjpg.jpg,True
336,PC 19710624,https://opencontext.org/subjects/43775d92-9e83-4d8e-635e-bdff5c483acf,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710624-2009-001jpg.jpg,True
337,PC 19710626,https://opencontext.org/subjects/7a1b1d6a-96ca-4f5b-68cc-b69c2592780d,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710626-2009-001jpg-24-19710626-2009-001jpg.jpg,True
338,PC 19710627,https://opencontext.org/subjects/ea2b6f7f-d38b-49cb-d926-eb55fd38890f,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710627-2009-001jpg-24-19710627-2009-001jpg.jpg,True
339,PC 19710630,https://opencontext.org/subjects/6ec5f485-4e85-4cea-21fa-773f73b8ef19,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710630jpg.jpg,True
340,PC 19710647,https://opencontext.org/subjects/4528191e-2fc6-4ccd-4530-d7b68846407a,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710647-2009-001jpg-24-19710647-2009-001jpg.jpg,True
341,PC 19710649,https://opencontext.org/subjects/0a8720a5-4bd2-42cf-1318-b85753bfe4ca,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710649-2009-001jpg-24-19710649-2009-001jpg.jpg,True
342,PC 19710677,https://opencontext.org/subjects/06eaae62-2194-4637-5a4e-6966c4ff6f47,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710677-2009-001jpg.jpg,True
343,PC 19710678,https://opencontext.org/subjects/1f1b3510-f749-477f-8a84-8fbef038999a,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710678-2009-001jpg-24-19710678-2009-001jpg.jpg,True
344,PC 19710846,https://opencontext.org/subjects/66444a26-5346-413d-bf8f-74753065e3db,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710846bwjpg.jpg,True
345,PC 19720011,https://opencontext.org/subjects/8b47c647-2637-4075-5cf9-6bc1bdfca68e,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720011-2009-001jpg-24-19720011-2009-001jpg.jpg,True
346,PC 19720012,https://opencontext.org/subjects/eb1c836c-8e4f-4aea-dc7b-a187995287d8,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720012bwjpg-24-19720012bwjpg.jpg,True
347,PC 19720164,https://opencontext.org/subjects/0a9098de-ea96-4bab-cc55-1172e147672d,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720164-2009-001jpg.jpg,True
348,PC 19720170,https://opencontext.org/subjects/406d140a-b4b8-468f-883e-ddca5ebef271,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720170bwjpg-24-19720170bwjpg.jpg,True
349,PC 19720186,https://opencontext.org/subjects/3101f391-e7e5-4c9a-e595-fe30bb9aa051,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720186-2009-001jpg-24-19720186-2009-001jpg.jpg,True
350,PC 19720187,https://opencontext.org/subjects/f179a458-55d4-4808-ed93-954562c5c412,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720187-2009-001jpg.jpg,True
351,PC 19720188,https://opencontext.org/subjects/07d67f32-a2ca-4866-852b-6cb3ffd2c297,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720188-2009-001jpg-24-19720188-2009-001jpg.jpg,True
352,PC 19720205,https://opencontext.org/subjects/8b32e89e-25c3-46bf-ae99-932b5678a5d8,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720205-2009-001jpg.jpg,True
353,PC 19720206,https://opencontext.org/subjects/c41e0a46-05a5-48f0-7ed9-d5012852515b,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720206-2009-001jpg-24-19720206-2009-001jpg.jpg,True
354,PC 19720207,https://opencontext.org/subjects/e58d001b-6c2f-47a7-9fc6-17e16032b18a,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720207jpg-24-19720207jpg.jpg,True
355,PC 19720209,https://opencontext.org/subjects/87eb1baa-5b7d-4e99-70c2-ecbff12046b1,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720209-2009-001jpg.jpg,True
356,PC 19720211,https://opencontext.org/subjects/2db92f58-0911-4eeb-e6b1-0ea1ba20029c,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720211-2009-001jpg-24-19720211-2009-001jpg.jpg,True
357,PC 19720212,https://opencontext.org/subjects/30d44dae-dcb7-4b49-722e-a6c89e750e30,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720212-2009-001jpg.jpg,True
358,PC 19720214,https://opencontext.org/subjects/66b312ef-a9f0-4290-bd18-a216b7e94f15,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720214-2009-001jpg-24-19720214-2009-001jpg.jpg,True
359,PC 19720221,https://opencontext.org/subjects/9601658a-a204-46b2-9ff2-20c87cdb47b5,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720221jpg.jpg,True
360,PC 19720222,https://opencontext.org/subjects/db759be0-e19a-4c46-5acc-c03083cb401d,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720222-2009-001jpg.jpg,True
361,PC 19720226,https://opencontext.org/subjects/e526934f-bcc1-4874-5993-211d79d1a965,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720226-2009-001jpg-24-19720226-2009-001jpg.jpg,True
362,PC 19720241,https://opencontext.org/subjects/9cb32f76-967c-4b25-b587-f6bfc62f5b44,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720241-2009-001jpg-24-19720241-2009-001jpg.jpg,True
363,PC 19720243,https://opencontext.org/subjects/c75c252f-0ff9-44b0-cb6f-504a5ea20aa2,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720243-2009-001jpg.jpg,True
364,PC 19720244,https://opencontext.org/subjects/7a1e954c-00ca-4f2c-0356-8ac7ae040a54,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720244-2009-001jpg.jpg,True
365,PC 19720245,https://opencontext.org/subjects/d1ac7b80-75b9-4385-2a8e-9c3bde22f53b,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720245-2009-001jpg.jpg,True
366,PC 19720246,https://opencontext.org/subjects/2789a3da-9444-4144-d3f3-c3532dc7b9f7,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720246-2009-001jpg-24-19720246-2009-001jpg.jpg,True
367,PC 19720247,https://opencontext.org/subjects/d9c59641-038f-45c7-cb92-90f5f8799f69,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720247-2009-001jpg.jpg,True
368,PC 19720248,https://opencontext.org/subjects/8350e587-02b4-4db3-7b02-45c6b92279fa,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720248-2009-001jpg-24-19720248-2009-001jpg.jpg,True
369,PC 19720251,https://opencontext.org/subjects/e3c0a5de-e6ed-4a9d-790b-23f05964455d,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720251jpg.jpg,True
370,PC 19720254,https://opencontext.org/subjects/73a37be7-48a4-41ea-f471-e67580c8c910,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720254-2009-001jpg.jpg,True
371,PC 19720266,https://opencontext.org/subjects/effbe84a-bc3a-461e-390e-bf6ef0ed0f50,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720266bwjpg-24-19720266bwjpg.jpg,True
372,PC 19720268,https://opencontext.org/subjects/7d7f0258-9086-4c9a-7094-b6c4bc6c6e1a,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720268-2009-001jpg.jpg,True
373,PC 19720275,https://opencontext.org/subjects/90eafe33-07ac-4c96-095b-0f3ecb32356b,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720275exteriorjpg-24-19720275exteriorjpg.jpg,True
374,PC 19720276,https://opencontext.org/subjects/80297ba2-2859-47a0-a803-eaea7c64f650,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720276exteriorjpg.jpg,True
375,PC 19720300,https://opencontext.org/subjects/34fef6d6-87b4-4c16-f964-52d96a12345f,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720300bwjpg.jpg,True
376,PC 19720330,https://opencontext.org/subjects/57cb417c-d9bd-4ca7-c5e1-00caf92e5226,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720330-2009-001jpg.jpg,True
377,PC 19720331,https://opencontext.org/subjects/620018b9-64af-454d-b404-97f86006c9a6,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720331-2009-001jpg-24-19720331-2009-001jpg.jpg,True
378,PC 19720334,https://opencontext.org/subjects/81271bca-462b-47a1-6e5b-7f37134d3fc8,True,https://artiraq.org/static/opencontext/poggio-civitate/2018-media/thumbs/19720334a-18-39-14.jpg,True
379,PC 19720335,https://opencontext.org/subjects/66e50b86-7f94-41af-4716-7d49d7362b4a,True,https://artiraq.org/static/opencontext/poggio-civitate/2018-media/thumbs/19720335a-7-8-25.jpg,True
380,PC 19720461,https://opencontext.org/subjects/9d2b6f35-b6ce-47b2-e31c-955bce5afa48,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720461-2009-001jpg-24-19720461-2009-001jpg.jpg,True
381,PC 19720462,https://opencontext.org/subjects/bdc57d91-1c96-448d-113a-fa702b8259a6,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720462-2009-001jpg-24-19720462-2009-001jpg.jpg,True
382,PC 19720463,https://opencontext.org/subjects/b5d73b06-2428-4b1a-5f49-9db40516007d,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720463-2009-001jpg-24-19720463-2009-001jpg.jpg,True
383,PC 19720474,https://opencontext.org/subjects/4bf7c1a6-47cc-4b31-f5f8-9fa769a893d6,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720474-2009-001jpg.jpg,True
384,PC 19730205,https://opencontext.org/subjects/0a79298e-4023-4ea2-ee99-842803e1b9c1,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19730205bwjpg.jpg,True
385,PC 19730207,https://opencontext.org/subjects/c1bf2406-809b-49a0-4466-4b26bed9eb2f,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19730207-2009-001jpg.jpg,True
386,PC 19750009,https://opencontext.org/subjects/4ac433d9-5bf5-40c6-82cb-29d44fa589b8,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19750009-2009-001jpg-24-19750009-2009-001jpg.jpg,True
387,PC 19750017,https://opencontext.org/subjects/5e1148bf-adc3-45e5-e3f4-c0cc1f7dc096,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19750017-2009-001jpg-24-19750017-2009-001jpg.jpg,True
388,PC 19750054,https://opencontext.org/subjects/19144bf2-31b9-4238-1756-bbe1fd01430a,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19750054-2009-001jpg-24-19750054-2009-001jpg.jpg,True
389,PC 19750096,https://opencontext.org/subjects/1cbafa04-c0fd-4881-66eb-8eb4add2b577,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19750096-2009-001jpg-24-19750096-2009-001jpg.jpg,True
390,PC 19760067,https://opencontext.org/subjects/a80dbf93-c295-4f7b-d7b0-9357f613944c,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19760067bwjpg.jpg,True
391,PC 19760145,https://opencontext.org/subjects/9c4c67b0-9354-4807-97bd-e5518f598d21,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19760145bwjpg.jpg,True
392,PC 19770199,https://opencontext.org/subjects/5eed18f7-d472-459e-913c-7b134b6bddd3,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19770199bwjpg-24-19770199bwjpg.jpg,True
393,PC 19770200,https://opencontext.org/subjects/28e1c4b2-0e8c-4205-cc72-351148483a80,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19770200bwjpg-24-19770200bwjpg.jpg,True
394,PC 19770230,https://opencontext.org/subjects/e94b8328-774c-4cdb-124c-e6c1f18a1b22,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19770230bwjpg.jpg,True
395,PC 19770232,https://opencontext.org/subjects/a5366076-40fd-46d5-5eb9-71e6c939fdeb,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19770232-2009-001jpg-24-19770232-2009-001jpg.jpg,True
396,PC 19770244,https://opencontext.org/subjects/aaecabbf-c4f4-4b26-4560-798bef331631,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19770244-2009-001jpg.jpg,True
