,object_number,url,valid_link,image_link,seen
0,PC 20220001,https://opencontext.org/subjects/f183c45d-1504-492c-836e-d5dd8dd78560,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/cat-1657532635994.jpg,True
1,PC 20220002,https://opencontext.org/subjects/ac31fb1c-f2ce-43bb-9a13-70a9e5853529,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/cat-1657539166839.jpg,True
2,PC 20220008,https://opencontext.org/subjects/cebac75f-b6dd-4d82-8efd-517945a759eb,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/cat-1657791436014.jpg,True
3,PC 20220009,https://opencontext.org/subjects/2c992670-d732-4766-bb40-0af8220018ee,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/cat-1657792181096.jpg,True
4,PC 20220010,https://opencontext.org/subjects/7c6ab889-9398-4a00-9c06-b6ad8ecd0298,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/cat-1657792964372.jpg,True
5,PC 20220015,https://opencontext.org/subjects/9eb464c7-2fd7-4589-aa6f-5c8eab05263e,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/cat-1658124598622.jpg,True
6,PC 20220017,https://opencontext.org/subjects/47b7d846-93d8-4d6b-b959-72056e9f6c9f,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220017a-17-47-5.jpg,True
7,PC 20220018,https://opencontext.org/subjects/4af2e353-0133-4aa8-9f90-32e9a1507eb3,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220018a-17-50-32.jpg,True
8,PC 20220022,https://opencontext.org/subjects/98496a0d-8099-49fc-9dbc-a8d581b454ad,True,,True
9,PC 20220023,https://opencontext.org/subjects/c2c610ab-6f5b-4dff-88c9-1ff17f4d4169,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220023a-18-57-35.jpg,True
10,PC 20220024,https://opencontext.org/subjects/9d38ad11-709f-4950-ab35-af6f010d7b2c,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220024a-18-58-32.jpg,True
11,PC 20220025,https://opencontext.org/subjects/aa78e38b-54ed-42d2-972c-4c9af170a903,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220025a-19-2-8.jpg,True
12,PC 20220027,https://opencontext.org/subjects/dc121c14-ecee-41bd-ba14-183ca608b499,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220027a-18-56-56.jpg,True
13,PC 20220028,https://opencontext.org/subjects/8ef0b099-e1a2-4f92-90f0-56a606fe0c2a,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220028a-19-1-2.jpg,True
14,PC 20220029,https://opencontext.org/subjects/33bca915-3863-4786-b65b-a06c162409b5,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220029a-7-15-45.jpg,True
15,PC 20220030,https://opencontext.org/subjects/54946811-d722-4be9-b3c7-f6dd4a3f43d4,True,,True
16,PC 20220031,https://opencontext.org/subjects/23d93c3a-56e5-427e-8e17-edf169cdb169,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/cat-1658566347309.jpg,True
17,PC 20220032,https://opencontext.org/subjects/8296095e-130b-427c-bd17-caeb1a0894ae,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220032a-7-20-17.jpg,True
18,PC 20220034,https://opencontext.org/subjects/da17947c-9bb1-4b57-aaca-c45c29c61b8f,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220034a-7-26-3.jpg,True
19,PC 20220035,https://opencontext.org/subjects/16fefb1b-2d36-40e0-be8b-4e9869eaaa65,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220035a-7-31-56.jpg,True
20,PC 20220036,https://opencontext.org/subjects/fefccbed-7b9d-4916-aba1-d9831e7890fc,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220036a-7-36-57.jpg,True
21,PC 20220038,https://opencontext.org/subjects/effc8d71-4999-422b-a0e6-761b16765a87,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220038a-7-41-36.jpg,True
22,PC 20220039,https://opencontext.org/subjects/28d4a515-88e1-4222-b0bd-7296e1406a79,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220039a-7-45-32.jpg,True
23,PC 20220042,https://opencontext.org/subjects/e0e87d15-adba-4864-bd2c-f089a85199a7,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220042a-7-53-43.jpg,True
24,PC 20220047,https://opencontext.org/subjects/a5062a36-3c0f-4eb5-9846-7ab005229154,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220047a-8-32-13.jpg,True
25,PC 20220048,https://opencontext.org/subjects/0ca6d56b-5f4b-42c5-8ed0-be662c384101,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220048a-8-34-46.jpg,True
26,PC 20220050,https://opencontext.org/subjects/c33d57fa-2420-4ec2-9a06-c87b0bdbf323,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220050a-8-40-2.jpg,True
27,PC 20220054,https://opencontext.org/subjects/ca33faa6-3fc5-484b-a5e5-dc179c6e2d83,True,,True
28,PC 20220056,https://opencontext.org/subjects/51c3dd59-56a8-447e-95f3-e58eb512ed4c,True,https://storage.googleapis.com/opencontext-media/poggio-civitate/2023-media/thumbs/pc20220056a-10-17-46.jpg,True
29,PC 20220057,https://opencontext.org/subjects/9fd4e8f6-68d8-43d7-a17d-a69dcfa9bbee,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220057a-10-52-37.jpg,True
30,PC 20220058,https://opencontext.org/subjects/a9fa9e86-0329-43c7-b022-3dc3c4e4199c,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220058a-10-56-18.jpg,True
31,PC 20220059,https://opencontext.org/subjects/b3e6b4d3-a3eb-4a4d-8f76-0652fe3403bc,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220059a-11-1-2.jpg,True
32,PC 20220060,https://opencontext.org/subjects/668848d7-bfd3-4c21-8c5d-f1f701466a1a,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220060a-11-3-26.jpg,True
33,PC 20220061,https://opencontext.org/subjects/9239ef1d-28b0-4be5-b943-7f20baa68147,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220061a-11-5-45.jpg,True
34,PC 20220062,https://opencontext.org/subjects/bf2e8644-44fa-4d86-a27b-9a07e6daf53a,True,,True
35,PC 20220063,https://opencontext.org/subjects/9d8e399c-1451-441b-9479-b397f1b240e1,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220063a-11-12-12.jpg,True
36,PC 20220065,https://opencontext.org/subjects/114f4f0a-81a9-4570-8bf9-ca649d739ed2,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220065a-11-15-9.jpg,True
37,PC 20220066,https://opencontext.org/subjects/5b44b9be-2bb7-470a-9cbd-66d6c03ed6b8,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220066a-11-16-53.jpg,True
38,PC 20220068,https://opencontext.org/subjects/c3c93efd-5281-45d8-8bd2-7c1c25e19615,True,,True
39,PC 20220069,https://opencontext.org/subjects/c20f8610-d9ab-4e52-b281-110f0620ac11,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220069a-11-31-34.jpg,True
40,PC 20220070,https://opencontext.org/subjects/a28bc6e2-225f-4fd2-99f2-7c6ca3182192,True,,True
41,PC 20220071,https://opencontext.org/subjects/03b29e18-2255-4d9f-80fd-49b2c0131bcf,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220071a-11-37-33.jpg,True
42,PC 20220073,https://opencontext.org/subjects/e664e811-6114-440e-9b4c-1e810ec7cfd8,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220073a-11-43-8.jpg,True
43,PC 20220075,https://opencontext.org/subjects/2d375a1a-eeeb-4546-9538-0c08e404cc54,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220075a-11-59-17.jpg,True
44,PC 20220076,https://opencontext.org/subjects/62ec3b0f-3199-46f7-aa94-182ce8257418,True,,True
45,PC 20220078,https://opencontext.org/subjects/71b95aa6-008d-42bc-9339-49719f689c5e,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220078-13-24-53.jpg,True
46,PC 20220082,https://opencontext.org/subjects/1e9ef560-ad87-42a8-a85a-62c6ec8aebaf,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220082a-13-26-52.jpg,True
47,PC 20220083,https://opencontext.org/subjects/ede52fde-202a-4013-936b-b7a4a7e4b703,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/cat-pxl-20220802-072437934-exported-1755-1659425584676-9-34-14.jpg,True
48,PC 20220084,https://opencontext.org/subjects/2da45e16-4d53-4533-aba1-92c1809901ba,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220084a-13-28-32.jpg,True
49,PC 20220085,https://opencontext.org/subjects/38962366-a6ab-4647-9dc2-8d200374eb3f,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220085-13-30-11.jpg,True
50,PC 20220086,https://opencontext.org/subjects/316709ca-62df-4483-a6a1-2168955a1d95,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220086a-13-31-17.jpg,True
51,PC 20220087,https://opencontext.org/subjects/b824a457-9288-49f1-b842-e4d7abe1f671,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220087a-13-33-22.jpg,True
52,PC 20220089,https://opencontext.org/subjects/ce273ba4-a7ec-49da-a6ff-8a7006804da3,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220089a-13-36-42.jpg,True
53,PC 20220090,https://opencontext.org/subjects/d3d7e18a-3cac-4a49-a073-016dfb29a5ef,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220090-13-38-14.jpg,True
54,PC 20220091,https://opencontext.org/subjects/ed1f12a2-cc47-434f-b32d-81c0ab913bf4,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220091a-13-39-1.jpg,True
55,PC 20220092,https://opencontext.org/subjects/f89e4984-3c0a-4073-954e-e3b2ae887e24,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220092a-13-41-33.jpg,True
56,PC 20220110,https://opencontext.org/subjects/d309f206-211c-4c10-baef-453c05f03741,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220110a-13-42-4.jpg,True
57,PC 20220112,https://opencontext.org/subjects/614c306e-967d-4da7-bb8b-0587ab038781,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/cat-1659544486899.jpg,True
58,PC 20220113,https://opencontext.org/subjects/1399f604-fb72-4d77-8378-a55abd0cbbd1,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/cat-1659547851302.jpg,True
59,PC 20220004,https://opencontext.org/subjects/0191ca12-5e9a-44e9-a804-bfbfe0404f55,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/cat-1657784131332.jpg,True
60,PC 20220005,https://opencontext.org/subjects/bb60097c-0186-4c95-96a1-c4407e3dd26d,True,,True
61,PC 20220006,https://opencontext.org/subjects/daa01994-9abd-40f2-bca1-4aabcd7c649a,True,,True
62,PC 20220007,https://opencontext.org/subjects/3ef7bb67-6cd3-495e-b5a0-95e85d0679e8,True,,True
63,PC 20220011,https://opencontext.org/subjects/aa409ad6-d1ad-40b6-a876-dd73c6504823,True,,True
64,PC 20220012,https://opencontext.org/subjects/cab931bb-4c74-4352-90a3-ccc6e3df8455,True,https://storage.googleapis.com/opencontext-media/poggio-civitate/2025-media/thumbs/pc-20220012a-10-15-25.jpg,True
65,PC 20220013,https://opencontext.org/subjects/6622021e-65c1-4247-9ddd-00f7dd318fdf,True,,True
66,PC 20220014,https://opencontext.org/subjects/01d1d378-d853-4aaa-9b21-cf6b64b8ccb3,True,,True
67,PC 20220016,https://opencontext.org/subjects/bdc55db3-9216-4af3-a368-b051f2dcc3af,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220016a-17-31-15.jpg,True
68,PC 20220020,https://opencontext.org/subjects/93d4c16d-ab7f-4afe-920b-9e5f74dc7ad3,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220020a-18-4-7.jpg,True
69,PC 20220021,https://opencontext.org/subjects/b4b52df7-5739-4627-ac8a-bae256eddfa8,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220021a-16-15-15.jpg,True
70,PC 20220026,https://opencontext.org/subjects/4821d721-6644-45fc-8bed-50b58e7f930e,True,,True
71,PC 20220033,https://opencontext.org/subjects/302017ff-57da-4b73-bebd-1554f6ee9c14,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220033a-7-22-5.jpg,True
72,PC 20220040,https://opencontext.org/subjects/af5e56a2-430a-45af-a5f8-2b5268c78701,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220040a-7-47-36.jpg,True
73,PC 20220044,https://opencontext.org/subjects/440381e0-fede-4264-8c57-fe0086a4c36a,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220044b-8-16-22.jpg,True
74,PC 20220045,https://opencontext.org/subjects/efd4fa6a-7134-471e-bb85-3d0cef3121c5,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220045a-8-18-49.jpg,True
75,PC 20220046,https://opencontext.org/subjects/dbf43b74-cbda-48c5-a689-6347d6bd75e7,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220046a-8-23-47.jpg,True
76,PC 20220051,https://opencontext.org/subjects/46974247-64fd-4512-8913-f8825159d697,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220051a-10-23-41.jpg,True
77,PC 20220052,https://opencontext.org/subjects/352b851a-0f67-4106-b2e9-9df2d0cf3ea8,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220052a-10-26-57.jpg,True
78,PC 20220053,https://opencontext.org/subjects/29c346d0-448f-4074-acc8-7fc4324b2f35,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220053a-10-37-36.jpg,True
79,PC 20220055,https://opencontext.org/subjects/9886699b-a717-481e-893f-0a5d75cbf3f3,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220055a-10-46-24.jpg,True
80,PC 20220067,https://opencontext.org/subjects/088c7371-3108-45ba-ac4c-d0db42f1d975,True,,True
81,PC 20220074,https://opencontext.org/subjects/41b8693b-8cba-48f0-a35a-dccf1f12cec8,True,,True
82,PC 20220077,https://opencontext.org/subjects/3eac05f6-9b02-4ee1-8243-025b793fafb1,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220077a-13-23-22.jpg,True
83,PC 20220088,https://opencontext.org/subjects/ec6d0bb7-35a4-488c-a698-7e6dc4fd1317,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220088a-13-35-15.jpg,True
84,PC 20220117,https://opencontext.org/subjects/773291e1-6ee9-4a0e-9edf-2331446331bb,True,https://storage.googleapis.com/opencontext-media/poggio-civitate/2024-media/thumbs/pc20220117-17-2-6.jpg,True
85,PC 20220118,https://opencontext.org/subjects/833e2b12-422e-491e-b9a4-efe4f56413a0,True,https://storage.googleapis.com/opencontext-media/poggio-civitate/2024-media/thumbs/pc20220118a-17-2-56.jpg,True
86,PC 20220119,https://opencontext.org/subjects/21e7b236-f601-45a2-afda-7b0670e65730,True,https://storage.googleapis.com/opencontext-media/poggio-civitate/2024-media/thumbs/pc20220119-a-17-4-16.jpg,True
87,PC 20220121,https://opencontext.org/subjects/dae842ba-9597-495d-a2fc-e45f12ee87f5,True,https://storage.googleapis.com/opencontext-media/poggio-civitate/2025-media/thumbs/cat-pc-20220121-14-41-39.jpg,True
88,PC 20220122,https://opencontext.org/subjects/520c590d-bcee-427b-aab7-de41ea628913,True,https://storage.googleapis.com/opencontext-media/poggio-civitate/2025-media/thumbs/cat-pc-20220122-14-38-10.jpg,True
89,PC 20220123,https://opencontext.org/subjects/80bb1cd3-88bf-45d8-87e7-20fb38b553e8,True,https://storage.googleapis.com/opencontext-media/poggio-civitate/2025-media/thumbs/cat-pc-20220123-14-49-32.jpg,True
90,PC 20220124,https://opencontext.org/subjects/cd6721f9-f74b-4876-a496-a94017798172,True,https://storage.googleapis.com/opencontext-media/poggio-civitate/2025-media/thumbs/cat-pc-20220124-14-52-58.jpg,True
91,PC 20220019,https://opencontext.org/subjects/c47499d3-bad5-4308-a8dc-255a114d3fe8,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220019a-17-58-42.jpg,True
92,PC 20220037,https://opencontext.org/subjects/72f1063e-733a-4f58-9f2e-74de054df116,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220037a-7-39-49.jpg,True
93,PC 20220041,https://opencontext.org/subjects/432ea90c-f1ee-49fd-a91a-bb77ca03d560,True,,True
94,PC 20220043,https://opencontext.org/subjects/6103131a-095c-468e-a1d6-f623f72eb129,True,,True
95,PC 20220049,https://opencontext.org/subjects/a9061cd4-e466-4704-be3a-4b04d42e54f1,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220049a-8-37-38.jpg,True
96,PC 20220064,https://opencontext.org/subjects/2ae19ddf-728a-4a84-a3ea-e182cfd15a73,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220064-11-14-6.jpg,True
97,PC 20220078,https://opencontext.org/subjects/429aff34-310c-4dc3-a1db-2da186bfcd2e,True,,True
98,PC 20220079,https://opencontext.org/subjects/b001e367-c0d9-45b1-8e8a-1562091b189b,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220080-13-26-9.jpg,True
99,PC 20220080,https://opencontext.org/subjects/b001e367-c0d9-45b1-8e8a-1562091b189b,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/20220080-13-26-9.jpg,True
100,PC 20220081,https://opencontext.org/subjects/3463f865-c568-4906-b2d6-a2eb92c52000,True,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/cat-1659178005840.jpg,True
101,PC 20220115,https://opencontext.org/subjects/372aee31-95fc-46ec-8a23-b18a5af34aef,True,,True
102,PC 20220116,https://opencontext.org/subjects/c682418b-181d-4b24-b1cf-3189174904ab,True,,True
103,PC 19670031,https://opencontext.org/subjects/46f0b412-ee91-4032-c1bb-057b61158747,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19670031bwjpg.jpg,True
104,PC 19670036,https://opencontext.org/subjects/0b11a8f6-ac81-4b03-ce4a-ed51f5a64261,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19670036bwjpg.jpg,True
105,PC 19670047,https://opencontext.org/subjects/d06d7a24-6503-4dab-83fd-c52d3055b2e3,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19670047bwjpg-24-19670047bwjpg.jpg,True
106,PC 19670339,https://opencontext.org/subjects/74a9ce4e-d396-4f54-de1f-2cec3255bb4b,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19670339bwjpg-24-19670339bwjpg.jpg,True
107,PC 19690058,https://opencontext.org/subjects/688a573a-2012-4dbd-60cf-3f3f4e9fc659,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19690058bwjpg-24-19690058bwjpg.jpg,True
108,PC 19700024,https://opencontext.org/subjects/dd12dd49-4fc1-4cc6-104f-3a62c1917ded,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19700024bwjpg.jpg,True
109,PC 19700063,https://opencontext.org/subjects/0f8929f6-dcc3-4105-34f3-c5aea1432fae,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19700063bwjpg.jpg,True
110,PC 19700089,https://opencontext.org/subjects/71443e55-7503-45ef-82c7-263eee65c716,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19700089bwjpg.jpg,True
111,PC 19700128,https://opencontext.org/subjects/3a5ed3cd-391e-4a3c-1d9f-adbf91aa0e4e,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19700128bwjpg-24-19700128bwjpg.jpg,True
112,PC 19700201,https://opencontext.org/subjects/4f7aabf3-37fa-454a-9ac7-bb7d8f6e0f26,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19700201bwjpg.jpg,True
113,PC 19700202,https://opencontext.org/subjects/c5a4c708-fcb9-4521-a6ee-58888461ef71,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19700202bwjpg.jpg,True
114,PC 19710045,https://opencontext.org/subjects/96d5c996-fc8e-4b17-e64c-f0bf2abdf312,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710045bwjpg.jpg,True
115,PC 19710046,https://opencontext.org/subjects/56b3c848-35ea-45ec-bdf4-146560d4a238,True,https://storage.googleapis.com/opencontext-media/poggio-civitate/2025-media/thumbs/pc19710046-15-41-0.jpg,True
116,PC 19710137,https://opencontext.org/subjects/2c896bec-a139-4e6b-c40a-83a233035bed,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710137bwjpg-24-19710137bwjpg.jpg,True
117,PC 19710260,https://opencontext.org/subjects/31224822-8b06-4b12-864c-2bc52f7c1ff6,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710260bwjpg-24-19710260bwjpg.jpg,True
118,PC 19710261,https://opencontext.org/subjects/e9200e6b-2972-4296-1040-ca8fcd539140,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710261bwjpg.jpg,True
119,PC 19710262,https://opencontext.org/subjects/b3ebacea-cbf7-401d-b02e-e402694625e1,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710262bwjpg-24-19710262bwjpg.jpg,True
120,PC 19710263,https://opencontext.org/subjects/ac715e06-2bf8-4cd5-7e0f-0096aae20468,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710263bwjpg.jpg,True
121,PC 19710264,https://opencontext.org/subjects/6187b483-cc8e-4680-0639-70fc3776132e,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710264bwjpg-24-19710264bwjpg.jpg,True
122,PC 19710266,https://opencontext.org/subjects/a09cd894-8a8f-4a73-58b0-988cbfde5b4f,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710266bwjpg-24-19710266bwjpg.jpg,True
123,PC 19710292,https://opencontext.org/subjects/5a68e4e3-c125-46ca-83d5-50bc3304d5ef,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710292bwjpg.jpg,True
124,PC 19710293,https://opencontext.org/subjects/8fc53df8-2a89-4aea-8539-40b72ec86f71,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710293bwjpg.jpg,True
125,PC 19710421,https://opencontext.org/subjects/fb92847d-a572-4454-7be6-7b08a2b610b7,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710421bwjpg.jpg,True
126,PC 19710621,https://opencontext.org/subjects/51ed01fc-84bf-4951-2ec7-dd846bf5c303,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710621bwjpg.jpg,True
127,PC 19710622,https://opencontext.org/subjects/525c37f5-f924-4b67-e9e8-fcd68ee20d7e,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710622bwjpg.jpg,True
128,PC 19710846,https://opencontext.org/subjects/66444a26-5346-413d-bf8f-74753065e3db,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19710846bwjpg.jpg,True
129,PC 19710847,https://opencontext.org/subjects/1c46ba11-c80a-4c72-57aa-7f51f9fb03d6,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19710847bwjpg-24-19710847bwjpg.jpg,True
130,PC 19720085,https://opencontext.org/subjects/0c8ef4d0-5723-4ec0-b1e9-0388901dca74,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720085bwjpg-24-19720085bwjpg.jpg,True
131,PC 19720196,https://opencontext.org/subjects/4f9e3381-c04c-4031-0c27-31f34463a722,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19720196bwjpg-24-19720196bwjpg.jpg,True
132,PC 19720339,https://opencontext.org/subjects/326070d7-c037-44dd-fb68-6ead1894cc93,True,,True
133,PC 19720340,https://opencontext.org/subjects/aa438f54-e24d-430b-75bf-a76c6a532439,True,,True
134,PC 19720341,https://opencontext.org/subjects/b420ef75-df17-4b5e-5bf8-334a25e858a5,True,,True
135,PC 19730019,https://opencontext.org/subjects/bdd443db-5d99-48b7-9d6e-a109437d344d,True,,True
136,PC 19730040,https://opencontext.org/subjects/f31cf6e4-a105-4ef0-2b4c-f8f1b1b2f8ea,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19730040bwjpg-24-19730040bwjpg.jpg,True
137,PC 19760178,https://opencontext.org/subjects/e6a346cf-b796-4211-247d-1aec2ed42776,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/19760178BOTTOM.jpg,True
138,PC 19780123,https://opencontext.org/subjects/e7378771-a774-4702-a130-3e7376c1c1e9,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19780123bwjpg-24-19780123bwjpg.jpg,True
139,PC 19780147,https://opencontext.org/subjects/dd344cf9-8b8d-4915-def7-fc2deb806aba,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19780147bwjpg-24-19780147bwjpg.jpg,True
140,PC 19780189,https://opencontext.org/subjects/95e0016f-646d-4837-d0f6-16691a344a75,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19780189bwjpg-24-19780189bwjpg.jpg,True
141,PC 19780195,https://opencontext.org/subjects/9cd0b467-b729-4eb7-aaf5-d29a63d555b3,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/19780195Back.jpg,True
142,PC 19780220,https://opencontext.org/subjects/c44c46d1-a7fc-4693-6e5a-a53901da790e,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19780220bwjpg.jpg,True
143,PC 19790010,https://opencontext.org/subjects/2e7edc43-20b7-4951-e17c-3dd02c89c628,True,https://storage.googleapis.com/opencontext-media/internet-archive/thumbs/opencontext-24-19790010bwjpg-24-19790010bwjpg.jpg,True
144,PC 19790035,https://opencontext.org/subjects/1a0dc80f-2004-40d1-d76d-7e59115a3c79,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19790035bwjpg.jpg,True
145,PC 19790036,https://opencontext.org/subjects/d7bd2b02-6105-42a4-bce0-5946221e5a09,True,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19790036bwjpg.jpg,True
