,polygon_id,year,trench_area,trench_number,x,y,new_id,book,uri
525,104,2003,T,32,170.0,-60.5,T32_2003_104,,http://opencontext.org/subjects/4bc62d10-69d8-49db-2ca9-7c3dfd74e0c8
526,104,2003,T,32,169.0,-60.5,T32_2003_104,,http://opencontext.org/subjects/4bc62d10-69d8-49db-2ca9-7c3dfd74e0c8
527,104,2003,T,32,168.0,-60.5,T32_2003_104,,http://opencontext.org/subjects/4bc62d10-69d8-49db-2ca9-7c3dfd74e0c8
528,104,2003,T,32,167.0,-60.5,T32_2003_104,,http://opencontext.org/subjects/4bc62d10-69d8-49db-2ca9-7c3dfd74e0c8
529,104,2003,T,32,167.0,-59.5,T32_2003_104,,http://opencontext.org/subjects/4bc62d10-69d8-49db-2ca9-7c3dfd74e0c8
530,105,2003,T,33,161.0,-58.5,T33_2003_105,,http://opencontext.org/subjects/8d224fcc-d368-4993-bc69-a4edcbca60d4
531,105,2003,T,33,161.0,-60.5,T33_2003_105,,http://opencontext.org/subjects/8d224fcc-d368-4993-bc69-a4edcbca60d4
532,105,2003,T,33,164.0,-60.5,T33_2003_105,,http://opencontext.org/subjects/8d224fcc-d368-4993-bc69-a4edcbca60d4
533,105,2003,T,33,164.0,-58.5,T33_2003_105,,http://opencontext.org/subjects/8d224fcc-d368-4993-bc69-a4edcbca60d4
534,106,2003,T,34,144.5,-48.0,T34_2003_106,,http://opencontext.org/subjects/ac6dfaf1-8e69-480d-a687-afda354fcff5
535,106,2003,T,34,148.5,-48.0,T34_2003_106,,http://opencontext.org/subjects/ac6dfaf1-8e69-480d-a687-afda354fcff5
536,106,2003,T,34,148.5,-50.0,T34_2003_106,,http://opencontext.org/subjects/ac6dfaf1-8e69-480d-a687-afda354fcff5
537,106,2003,T,34,144.5,-50.0,T34_2003_106,,http://opencontext.org/subjects/ac6dfaf1-8e69-480d-a687-afda354fcff5
538,107,2003,T,35,145.0,-44.0,T35_2003_107,,http://opencontext.org/subjects/11e97c36-9cc5-4616-3c82-771e1ef62bd9
539,107,2003,T,35,145.0,-39.0,T35_2003_107,,http://opencontext.org/subjects/11e97c36-9cc5-4616-3c82-771e1ef62bd9
540,107,2003,T,35,145.0,-36.5,T35_2003_107,,http://opencontext.org/subjects/11e97c36-9cc5-4616-3c82-771e1ef62bd9
541,107,2003,T,35,148.0,-36.5,T35_2003_107,,http://opencontext.org/subjects/11e97c36-9cc5-4616-3c82-771e1ef62bd9
542,107,2003,T,35,150.0,-39.0,T35_2003_107,,http://opencontext.org/subjects/11e97c36-9cc5-4616-3c82-771e1ef62bd9
543,107,2003,T,35,150.0,-42.0,T35_2003_107,,http://opencontext.org/subjects/11e97c36-9cc5-4616-3c82-771e1ef62bd9
544,107,2003,T,35,150.5,-42.0,T35_2003_107,,http://opencontext.org/subjects/11e97c36-9cc5-4616-3c82-771e1ef62bd9
545,107,2003,T,35,150.5,-44.0,T35_2003_107,,http://opencontext.org/subjects/11e97c36-9cc5-4616-3c82-771e1ef62bd9
546,108,2003,TNF,1,30.2,156.0,TNF1_2003_108,,http://opencontext.org/subjects/aab28e39-cebe-455c-f495-cf7b408971fe
547,108,2003,TNF,1,30.2,150.0,TNF1_2003_108,,http://opencontext.org/subjects/aab28e39-cebe-455c-f495-cf7b408971fe
548,108,2003,TNF,1,36.2,150.0,TNF1_2003_108,,http://opencontext.org/subjects/aab28e39-cebe-455c-f495-cf7b408971fe
549,108,2003,TNF,1,36.2,156.0,TNF1_2003_108,,http://opencontext.org/subjects/aab28e39-cebe-455c-f495-cf7b408971fe
550,109,2003,TNF,1,30.2,156.0,TNF1_2003_109,,
551,109,2003,TNF,1,30.2,150.0,TNF1_2003_109,,
552,109,2003,TNF,1,36.2,150.0,TNF1_2003_109,,
553,109,2003,TNF,1,36.2,156.0,TNF1_2003_109,,
554,110,2003,TST,1,193.0,92.0,TST1_2003_110,,http://opencontext.org/subjects/d68ce259-7e7b-4ae4-590a-4e5ea96265fc
555,110,2003,TST,1,193.0,97.0,TST1_2003_110,,http://opencontext.org/subjects/d68ce259-7e7b-4ae4-590a-4e5ea96265fc
556,110,2003,TST,1,198.0,97.0,TST1_2003_110,,http://opencontext.org/subjects/d68ce259-7e7b-4ae4-590a-4e5ea96265fc
557,110,2003,TST,1,198.0,92.0,TST1_2003_110,,http://opencontext.org/subjects/d68ce259-7e7b-4ae4-590a-4e5ea96265fc
558,111,2002,T,28_South,192.0,-86.0,T28_South_2002_111,,
559,111,2002,T,28_South,194.0,-86.0,T28_South_2002_111,,
560,111,2002,T,28_South,194.0,-87.0,T28_South_2002_111,,
561,111,2002,T,28_South,194.0,-88.0,T28_South_2002_111,,
562,111,2002,T,28_South,194.0,-89.0,T28_South_2002_111,,
563,111,2002,T,28_South,192.0,-89.0,T28_South_2002_111,,
564,112,2002,T,29,175.0,-79.0,T29_2002_112,,http://opencontext.org/subjects/2f24bd3f-2e57-4645-e593-7ba1db674321
565,112,2002,T,29,175.0,-83.0,T29_2002_112,,http://opencontext.org/subjects/2f24bd3f-2e57-4645-e593-7ba1db674321
566,112,2002,T,29,177.0,-83.0,T29_2002_112,,http://opencontext.org/subjects/2f24bd3f-2e57-4645-e593-7ba1db674321
567,112,2002,T,29,177.0,-79.0,T29_2002_112,,http://opencontext.org/subjects/2f24bd3f-2e57-4645-e593-7ba1db674321
568,113,2001,CA,48,55.0,46.0,CA48_2001_113,,http://opencontext.org/subjects/c334ab97-3c6f-4d01-ba1d-c245a73ede34
569,113,2001,CA,48,51.0,46.0,CA48_2001_113,,http://opencontext.org/subjects/c334ab97-3c6f-4d01-ba1d-c245a73ede34
570,113,2001,CA,48,51.0,42.0,CA48_2001_113,,http://opencontext.org/subjects/c334ab97-3c6f-4d01-ba1d-c245a73ede34
571,113,2001,CA,48,55.0,42.0,CA48_2001_113,,http://opencontext.org/subjects/c334ab97-3c6f-4d01-ba1d-c245a73ede34
572,114,2001,CB,32,-70.0,-42.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
573,114,2001,CB,32,-72.0,-42.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
574,114,2001,CB,32,-72.0,-38.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
575,114,2001,CB,32,-76.0,-38.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
576,114,2001,CB,32,-76.0,-36.5,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
577,114,2001,CB,32,-80.0,-36.5,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
578,114,2001,CB,32,-80.0,-31.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
579,114,2001,CB,32,-78.0,-31.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
580,114,2001,CB,32,-78.0,-34.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
581,114,2001,CB,32,-75.0,-34.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
582,114,2001,CB,32,-75.0,-36.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
583,114,2001,CB,32,-74.0,-36.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
584,114,2001,CB,32,-74.0,-34.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
585,114,2001,CB,32,-72.0,-34.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
586,114,2001,CB,32,-72.0,-32.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
587,114,2001,CB,32,-70.0,-32.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
588,114,2001,CB,32,-70.0,-36.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
589,114,2001,CB,32,-67.0,-36.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
590,114,2001,CB,32,-67.0,-38.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
591,114,2001,CB,32,-70.0,-38.0,CB32_2001_114,,http://opencontext.org/subjects/658b0f2f-0b65-4013-75e5-0056683d0ac8
592,115,2001,CD,9,272.0,-272.0,CD9_2001_115,,http://opencontext.org/subjects/c7eac347-78b3-4fc2-16e2-561acba7d836
593,115,2001,CD,9,272.0,-274.0,CD9_2001_115,,http://opencontext.org/subjects/c7eac347-78b3-4fc2-16e2-561acba7d836
594,115,2001,CD,9,274.0,-274.0,CD9_2001_115,,http://opencontext.org/subjects/c7eac347-78b3-4fc2-16e2-561acba7d836
595,115,2001,CD,9,274.0,-272.0,CD9_2001_115,,http://opencontext.org/subjects/c7eac347-78b3-4fc2-16e2-561acba7d836
596,116,2001,CD,9,278.0,-272.0,CD9_2001_116,,http://opencontext.org/subjects/6b98f59b-d05f-4b47-0761-e13ee798c019
597,116,2001,CD,9,278.0,-274.0,CD9_2001_116,,http://opencontext.org/subjects/6b98f59b-d05f-4b47-0761-e13ee798c019
598,116,2001,CD,9,280.0,-274.0,CD9_2001_116,,http://opencontext.org/subjects/6b98f59b-d05f-4b47-0761-e13ee798c019
599,116,2001,CD,9,280.0,-272.0,CD9_2001_116,,http://opencontext.org/subjects/6b98f59b-d05f-4b47-0761-e13ee798c019
600,117,2001,CD,9,275.0,-273.0,CD9_2001_117,,http://opencontext.org/subjects/5376a5d0-b805-4cee-490f-78a659777449
601,117,2001,CD,9,277.0,-273.0,CD9_2001_117,,http://opencontext.org/subjects/5376a5d0-b805-4cee-490f-78a659777449
602,117,2001,CD,9,277.0,-275.0,CD9_2001_117,,http://opencontext.org/subjects/5376a5d0-b805-4cee-490f-78a659777449
603,117,2001,CD,9,279.0,-275.0,CD9_2001_117,,http://opencontext.org/subjects/5376a5d0-b805-4cee-490f-78a659777449
604,117,2001,CD,9,279.0,-276.0,CD9_2001_117,,http://opencontext.org/subjects/5376a5d0-b805-4cee-490f-78a659777449
605,117,2001,CD,9,280.0,-276.0,CD9_2001_117,,http://opencontext.org/subjects/5376a5d0-b805-4cee-490f-78a659777449
606,117,2001,CD,9,280.0,-277.0,CD9_2001_117,,http://opencontext.org/subjects/5376a5d0-b805-4cee-490f-78a659777449
607,117,2001,CD,9,279.0,-277.0,CD9_2001_117,,http://opencontext.org/subjects/5376a5d0-b805-4cee-490f-78a659777449
608,117,2001,CD,9,279.0,-278.0,CD9_2001_117,,http://opencontext.org/subjects/5376a5d0-b805-4cee-490f-78a659777449
609,117,2001,CD,9,275.0,-278.0,CD9_2001_117,,http://opencontext.org/subjects/5376a5d0-b805-4cee-490f-78a659777449
610,118,2001,T,9,215.0,13.0,T9_2001_118,,http://opencontext.org/subjects/bf820055-f9bb-4c0b-f214-9495e60b7161
611,118,2001,T,9,217.0,13.0,T9_2001_118,,http://opencontext.org/subjects/bf820055-f9bb-4c0b-f214-9495e60b7161
612,118,2001,T,9,217.0,14.5,T9_2001_118,,http://opencontext.org/subjects/bf820055-f9bb-4c0b-f214-9495e60b7161
613,118,2001,T,9,215.0,14.5,T9_2001_118,,http://opencontext.org/subjects/bf820055-f9bb-4c0b-f214-9495e60b7161
614,119,2001,T,18,173.0,35.0,T18_2001_119,,http://opencontext.org/subjects/0ac6b338-54ba-41fb-d5d8-59d8227ac31c
615,119,2001,T,18,170.0,35.0,T18_2001_119,,http://opencontext.org/subjects/0ac6b338-54ba-41fb-d5d8-59d8227ac31c
616,119,2001,T,18,170.0,33.0,T18_2001_119,,http://opencontext.org/subjects/0ac6b338-54ba-41fb-d5d8-59d8227ac31c
617,119,2001,T,18,168.0,33.0,T18_2001_119,,http://opencontext.org/subjects/0ac6b338-54ba-41fb-d5d8-59d8227ac31c
618,119,2001,T,18,168.0,30.5,T18_2001_119,,http://opencontext.org/subjects/0ac6b338-54ba-41fb-d5d8-59d8227ac31c
619,119,2001,T,18,170.0,30.5,T18_2001_119,,http://opencontext.org/subjects/0ac6b338-54ba-41fb-d5d8-59d8227ac31c
620,119,2001,T,18,170.0,29.5,T18_2001_119,,http://opencontext.org/subjects/0ac6b338-54ba-41fb-d5d8-59d8227ac31c
621,119,2001,T,18,171.0,29.5,T18_2001_119,,http://opencontext.org/subjects/0ac6b338-54ba-41fb-d5d8-59d8227ac31c
622,119,2001,T,18,171.0,30.5,T18_2001_119,,http://opencontext.org/subjects/0ac6b338-54ba-41fb-d5d8-59d8227ac31c
623,119,2001,T,18,173.0,30.5,T18_2001_119,,http://opencontext.org/subjects/0ac6b338-54ba-41fb-d5d8-59d8227ac31c
624,120,2001,T,21,160.0,-50.0,T21_2001_120,,http://opencontext.org/subjects/30114327-f531-4d7d-2906-a91b80c2a595
625,120,2001,T,21,160.0,-54.0,T21_2001_120,,http://opencontext.org/subjects/30114327-f531-4d7d-2906-a91b80c2a595
626,120,2001,T,21,162.0,-54.0,T21_2001_120,,http://opencontext.org/subjects/30114327-f531-4d7d-2906-a91b80c2a595
627,120,2001,T,21,162.0,-52.0,T21_2001_120,,http://opencontext.org/subjects/30114327-f531-4d7d-2906-a91b80c2a595
628,120,2001,T,21,164.0,-52.0,T21_2001_120,,http://opencontext.org/subjects/30114327-f531-4d7d-2906-a91b80c2a595
629,120,2001,T,21,164.0,-50.0,T21_2001_120,,http://opencontext.org/subjects/30114327-f531-4d7d-2906-a91b80c2a595
630,120,2001,T,21,160.0,-50.0,T21_2001_120,,http://opencontext.org/subjects/30114327-f531-4d7d-2906-a91b80c2a595
631,121,2001,T,26_South_Ext,186.0,-54.0,T26_South_Ext_2001_121,,
632,121,2001,T,26_South_Ext,186.0,-55.3,T26_South_Ext_2001_121,,
633,121,2001,T,26_South_Ext,189.0,-56.0,T26_South_Ext_2001_121,,
634,121,2001,T,26_South_Ext,189.0,-54.0,T26_South_Ext_2001_121,,
635,122,2001,T,28_South,195.0,-88.0,T28_South_2001_122,,
636,122,2001,T,28_South,199.0,-88.0,T28_South_2001_122,,
637,122,2001,T,28_South,199.0,-91.0,T28_South_2001_122,,
638,122,2001,T,28_South,195.0,-91.0,T28_South_2001_122,,
639,123,2001,T,28_North,195.0,-77.0,T28_North_2001_123,,
640,123,2001,T,28_North,195.0,-82.0,T28_North_2001_123,,
641,123,2001,T,28_North,199.0,-82.0,T28_North_2001_123,,
642,123,2001,T,28_North,199.0,-77.0,T28_North_2001_123,,
643,124,2000,CA,43,-10.0,-8.0,CA43_2000_124,,http://opencontext.org/subjects/136a7cdf-13d8-4bad-4e71-01cb93c4056f
644,124,2000,CA,43,-10.0,-4.5,CA43_2000_124,,http://opencontext.org/subjects/136a7cdf-13d8-4bad-4e71-01cb93c4056f
645,124,2000,CA,43,-7.0,-5.9,CA43_2000_124,,http://opencontext.org/subjects/136a7cdf-13d8-4bad-4e71-01cb93c4056f
646,124,2000,CA,43,-7.0,-8.0,CA43_2000_124,,http://opencontext.org/subjects/136a7cdf-13d8-4bad-4e71-01cb93c4056f
647,125,2000,CA,44,-16.0,-2.0,CA44_2000_125,,http://opencontext.org/subjects/3b24ea00-ca9e-4762-52a2-5a170bce1402
648,125,2000,CA,44,-16.0,-6.0,CA44_2000_125,,http://opencontext.org/subjects/3b24ea00-ca9e-4762-52a2-5a170bce1402
649,125,2000,CA,44,-14.0,-6.0,CA44_2000_125,,http://opencontext.org/subjects/3b24ea00-ca9e-4762-52a2-5a170bce1402
650,125,2000,CA,44,-14.0,-8.0,CA44_2000_125,,http://opencontext.org/subjects/3b24ea00-ca9e-4762-52a2-5a170bce1402
651,125,2000,CA,44,-11.0,-8.0,CA44_2000_125,,http://opencontext.org/subjects/3b24ea00-ca9e-4762-52a2-5a170bce1402
652,125,2000,CA,44,-11.0,-4.0,CA44_2000_125,,http://opencontext.org/subjects/3b24ea00-ca9e-4762-52a2-5a170bce1402
653,125,2000,CA,44,-14.0,-4.0,CA44_2000_125,,http://opencontext.org/subjects/3b24ea00-ca9e-4762-52a2-5a170bce1402
654,125,2000,CA,44,-14.0,-2.0,CA44_2000_125,,http://opencontext.org/subjects/3b24ea00-ca9e-4762-52a2-5a170bce1402
655,126,2000,CA,45,-16.0,-4.0,CA45_2000_126,,http://opencontext.org/subjects/77830f25-f564-4094-19b9-7db8aba08945
656,126,2000,CA,45,-16.0,-7.0,CA45_2000_126,,http://opencontext.org/subjects/77830f25-f564-4094-19b9-7db8aba08945
657,126,2000,CA,45,-19.0,-7.0,CA45_2000_126,,http://opencontext.org/subjects/77830f25-f564-4094-19b9-7db8aba08945
658,126,2000,CA,45,-19.0,-4.0,CA45_2000_126,,http://opencontext.org/subjects/77830f25-f564-4094-19b9-7db8aba08945
659,127,2000,CA,46,-31.0,8.0,CA46_2000_127,,http://opencontext.org/subjects/3427ed52-fea9-4e28-e250-4ecf923a116a
660,127,2000,CA,46,-28.0,8.0,CA46_2000_127,,http://opencontext.org/subjects/3427ed52-fea9-4e28-e250-4ecf923a116a
661,127,2000,CA,46,-28.0,4.0,CA46_2000_127,,http://opencontext.org/subjects/3427ed52-fea9-4e28-e250-4ecf923a116a
662,127,2000,CA,46,-31.0,4.0,CA46_2000_127,,http://opencontext.org/subjects/3427ed52-fea9-4e28-e250-4ecf923a116a
663,128,2000,CA,47,-33.0,4.0,CA47_2000_128,,http://opencontext.org/subjects/3e90bc2c-c826-4a12-6382-131b825bfa27
664,128,2000,CA,47,-36.0,4.0,CA47_2000_128,,http://opencontext.org/subjects/3e90bc2c-c826-4a12-6382-131b825bfa27
665,128,2000,CA,47,-36.0,8.0,CA47_2000_128,,http://opencontext.org/subjects/3e90bc2c-c826-4a12-6382-131b825bfa27
666,128,2000,CA,47,-33.0,8.0,CA47_2000_128,,http://opencontext.org/subjects/3e90bc2c-c826-4a12-6382-131b825bfa27
667,129,2000,T,21,160.0,-50.0,T21_2000_129,,http://opencontext.org/subjects/bcdc5d9e-bb8b-4159-f6b0-2a9474c123bd
668,129,2000,T,21,160.0,-54.0,T21_2000_129,,http://opencontext.org/subjects/bcdc5d9e-bb8b-4159-f6b0-2a9474c123bd
669,129,2000,T,21,162.0,-54.0,T21_2000_129,,http://opencontext.org/subjects/bcdc5d9e-bb8b-4159-f6b0-2a9474c123bd
670,129,2000,T,21,162.0,-52.0,T21_2000_129,,http://opencontext.org/subjects/bcdc5d9e-bb8b-4159-f6b0-2a9474c123bd
671,129,2000,T,21,164.0,-52.0,T21_2000_129,,http://opencontext.org/subjects/bcdc5d9e-bb8b-4159-f6b0-2a9474c123bd
672,129,2000,T,21,164.0,-50.0,T21_2000_129,,http://opencontext.org/subjects/bcdc5d9e-bb8b-4159-f6b0-2a9474c123bd
673,129,2000,T,21,160.0,-50.0,T21_2000_129,,http://opencontext.org/subjects/bcdc5d9e-bb8b-4159-f6b0-2a9474c123bd
674,130,2000,T,21A,157.0,-58.0,T21A_2000_130,,
675,130,2000,T,21A,157.0,-55.0,T21A_2000_130,,
676,130,2000,T,21A,153.0,-55.0,T21A_2000_130,,
677,130,2000,T,21A,153.0,-58.0,T21A_2000_130,,
678,131,2000,T,22West_Ext,164.0,-50.0,T22West_Ext_2000_131,,
679,131,2000,T,22West_Ext,164.0,-52.0,T22West_Ext_2000_131,,
680,131,2000,T,22West_Ext,167.0,-52.0,T22West_Ext_2000_131,,
681,131,2000,T,22West_Ext,167.0,-50.0,T22West_Ext_2000_131,,
682,132,2000,T,22West_Ext,167.0,-50.0,T22West_Ext_2000_132,,
683,132,2000,T,22West_Ext,167.0,-52.0,T22West_Ext_2000_132,,
684,132,2000,T,22West_Ext,164.0,-52.0,T22West_Ext_2000_132,,
685,132,2000,T,22West_Ext,164.0,-50.0,T22West_Ext_2000_132,,
686,133,2000,TSF,Extension A,167.0,-28.0,TSFExtension A_2000_133,,
687,133,2000,TSF,Extension A,167.0,-24.5,TSFExtension A_2000_133,,
688,133,2000,TSF,Extension A,169.0,-28.0,TSFExtension A_2000_133,,
689,133,2000,TSF,Extension A,169.0,-29.5,TSFExtension A_2000_133,,
690,134,2000,TSF,Extension B,169.0,-34.0,TSFExtension B_2000_134,,
691,134,2000,TSF,Extension B,169.5,-36.0,TSFExtension B_2000_134,,
692,134,2000,TSF,Extension B,173.0,-36.0,TSFExtension B_2000_134,,
693,134,2000,TSF,Extension B,173.0,-34.0,TSFExtension B_2000_134,,
694,135,1999,CA,42,-16.0,5.0,CA42_1999_135,,http://opencontext.org/subjects/6621600b-3b5d-4b99-71f9-e42c18656e59
695,135,1999,CA,42,-16.0,3.0,CA42_1999_135,,http://opencontext.org/subjects/6621600b-3b5d-4b99-71f9-e42c18656e59
696,135,1999,CA,42,-11.0,3.0,CA42_1999_135,,http://opencontext.org/subjects/6621600b-3b5d-4b99-71f9-e42c18656e59
697,135,1999,CA,42,-11.0,5.0,CA42_1999_135,,http://opencontext.org/subjects/6621600b-3b5d-4b99-71f9-e42c18656e59
698,136,1999,T,26_North,186.0,-49.0,T26_North_1999_136,,
699,136,1999,T,26_North,188.0,-49.0,T26_North_1999_136,,
700,136,1999,T,26_North,188.0,-50.0,T26_North_1999_136,,
701,136,1999,T,26_North,186.0,-50.0,T26_North_1999_136,,
702,137,1999,T,26_South,186.0,-54.0,T26_South_1999_137,,
703,137,1999,T,26_South,186.0,-53.0,T26_South_1999_137,,
704,137,1999,T,26_South,188.0,-53.0,T26_South_1999_137,,
705,137,1999,T,26_South,188.0,-54.0,T26_South_1999_137,,
706,138,1999,TSF,Extension A,158.0,-25.0,TSFExtension A_1999_138,,
707,138,1999,TSF,Extension A,158.0,-35.0,TSFExtension A_1999_138,,
708,138,1999,TSF,Extension A,163.0,-35.0,TSFExtension A_1999_138,,
709,138,1999,TSF,Extension A,163.0,-31.0,TSFExtension A_1999_138,,
710,138,1999,TSF,Extension A,164.0,-31.0,TSFExtension A_1999_138,,
711,138,1999,TSF,Extension A,164.0,-35.0,TSFExtension A_1999_138,,
712,138,1999,TSF,Extension A,166.0,-35.0,TSFExtension A_1999_138,,
713,138,1999,TSF,Extension A,166.0,-31.0,TSFExtension A_1999_138,,
714,138,1999,TSF,Extension A,168.0,-31.0,TSFExtension A_1999_138,,
715,138,1999,TSF,Extension A,168.0,-25.0,TSFExtension A_1999_138,,
716,139,1999,TSF,Extension B,169.0,-26.0,TSFExtension B_1999_139,,
717,139,1999,TSF,Extension B,169.0,-30.0,TSFExtension B_1999_139,,
718,139,1999,TSF,Extension B,171.0,-30.0,TSFExtension B_1999_139,,
719,139,1999,TSF,Extension B,171.0,-26.0,TSFExtension B_1999_139,,
720,140,1999,TSF,Extension C,175.0,-28.0,TSFExtension C_1999_140,,
721,140,1999,TSF,Extension C,175.0,-36.0,TSFExtension C_1999_140,,
722,140,1999,TSF,Extension C,179.0,-36.0,TSFExtension C_1999_140,,
723,140,1999,TSF,Extension C,179.0,-28.0,TSFExtension C_1999_140,,
724,141,1999,A,9_South_Ext,122.0,-20.0,A9_South_Ext_1999_141,,
725,141,1999,A,9_South_Ext,126.0,-20.0,A9_South_Ext_1999_141,,
726,141,1999,A,9_South_Ext,126.0,-25.0,A9_South_Ext_1999_141,,
727,141,1999,A,9_South_Ext,122.0,-25.0,A9_South_Ext_1999_141,,
728,142,1998,CA,42,-16.0,7.0,CA42_1998_142,,http://opencontext.org/subjects/c7823aac-4e80-48b0-a6e6-b772c58873a4
729,142,1998,CA,42,-16.0,1.0,CA42_1998_142,,http://opencontext.org/subjects/c7823aac-4e80-48b0-a6e6-b772c58873a4
730,142,1998,CA,42,-10.0,1.0,CA42_1998_142,,http://opencontext.org/subjects/c7823aac-4e80-48b0-a6e6-b772c58873a4
731,142,1998,CA,42,-10.0,7.0,CA42_1998_142,,http://opencontext.org/subjects/c7823aac-4e80-48b0-a6e6-b772c58873a4
732,143,1998,CA,42_Ext,-17.0,6.0,CA42_Ext_1998_143,,
733,143,1998,CA,42_Ext,-17.0,1.0,CA42_Ext_1998_143,,
734,143,1998,CA,42_Ext,-18.0,1.0,CA42_Ext_1998_143,,
735,143,1998,CA,42_Ext,-18.0,6.0,CA42_Ext_1998_143,,
736,144,1998,CA,42_North,-13.0,10.0,CA42_North_1998_144,,
737,144,1998,CA,42_North,-10.0,10.0,CA42_North_1998_144,,
738,144,1998,CA,42_North,-10.0,12.0,CA42_North_1998_144,,
739,144,1998,CA,42_North,-7.0,12.0,CA42_North_1998_144,,
740,144,1998,CA,42_North,-7.0,16.0,CA42_North_1998_144,,
741,144,1998,CA,42_North,-13.0,16.0,CA42_North_1998_144,,
742,145,1998,CA,48,77.0,-13.0,CA48_1998_145,,http://opencontext.org/subjects/8a9b8a77-37bb-4bf8-dc57-d30edb73c629
743,145,1998,CA,48,85.0,-13.0,CA48_1998_145,,http://opencontext.org/subjects/8a9b8a77-37bb-4bf8-dc57-d30edb73c629
744,145,1998,CA,48,85.0,-16.0,CA48_1998_145,,http://opencontext.org/subjects/8a9b8a77-37bb-4bf8-dc57-d30edb73c629
745,145,1998,CA,48,77.0,-16.0,CA48_1998_145,,http://opencontext.org/subjects/8a9b8a77-37bb-4bf8-dc57-d30edb73c629
746,146,1998,CA,49,77.0,18.0,CA49_1998_146,,http://opencontext.org/subjects/2fed46fb-bcf6-439b-b15e-307881df5011
747,146,1998,CA,49,77.0,21.0,CA49_1998_146,,http://opencontext.org/subjects/2fed46fb-bcf6-439b-b15e-307881df5011
748,146,1998,CA,49,78.0,21.0,CA49_1998_146,,http://opencontext.org/subjects/2fed46fb-bcf6-439b-b15e-307881df5011
749,146,1998,CA,49,78.0,22.0,CA49_1998_146,,http://opencontext.org/subjects/2fed46fb-bcf6-439b-b15e-307881df5011
750,146,1998,CA,49,80.0,22.0,CA49_1998_146,,http://opencontext.org/subjects/2fed46fb-bcf6-439b-b15e-307881df5011
751,146,1998,CA,49,80.0,21.0,CA49_1998_146,,http://opencontext.org/subjects/2fed46fb-bcf6-439b-b15e-307881df5011
752,146,1998,CA,49,85.0,21.0,CA49_1998_146,,http://opencontext.org/subjects/2fed46fb-bcf6-439b-b15e-307881df5011
753,146,1998,CA,49,85.0,18.0,CA49_1998_146,,http://opencontext.org/subjects/2fed46fb-bcf6-439b-b15e-307881df5011
754,147,1998,T,25_Ext,149.0,-55.0,T25_Ext_1998_147,,
755,147,1998,T,25_Ext,149.0,-60.0,T25_Ext_1998_147,,
756,147,1998,T,25_Ext,151.0,-60.0,T25_Ext_1998_147,,
757,147,1998,T,25_Ext,151.0,-55.0,T25_Ext_1998_147,,
758,148,1998,T,26_North,186.0,-49.0,T26_North_1998_148,,
759,148,1998,T,26_North,188.0,-49.0,T26_North_1998_148,,
760,148,1998,T,26_North,188.0,-50.0,T26_North_1998_148,,
761,148,1998,T,26_North,186.0,-50.0,T26_North_1998_148,,
762,149,1998,T,26_North,186.0,-49.0,T26_North_1998_149,,
763,149,1998,T,26_North,188.0,-49.0,T26_North_1998_149,,
764,149,1998,T,26_North,188.0,-50.0,T26_North_1998_149,,
765,149,1998,T,26_North,186.0,-50.0,T26_North_1998_149,,
766,150,1998,T,26_South,186.0,-53.0,T26_South_1998_150,,
767,150,1998,T,26_South,188.0,-53.0,T26_South_1998_150,,
768,150,1998,T,26_South,188.0,-54.0,T26_South_1998_150,,
769,150,1998,T,26_South,186.0,-54.0,T26_South_1998_150,,
