polygon_id,year,trench_area,trench_number,x,y,new_id,book,uri
305,1967,T,1AJ,192.05,4,T1AJ_1967_305,,
306,1968,T,1AK,196,21.8,T1AK_1968_306,,
306,1968,T,1AK,209.43,20.9,T1AK_1968_306,,
306,1968,T,1AK,206.39,17.2,T1AK_1968_306,,
306,1968,T,1AK,204.5,17.8,T1AK_1968_306,,
307,1967,T,5A,146.06,15.3,T5A_1967_307,,
307,1967,T,5A,148.31,14.2,T5A_1967_307,,
307,1967,T,5A,147.08,6.8,T5A_1967_307,,
307,1967,T,5A,143.66,7.6,T5A_1967_307,,
308,1967,T,5B,148.31,14.2,T5B_1967_308,,
308,1967,T,5B,155.1,12.5,T5B_1967_308,,
308,1967,T,5B,154.08,9.35,T5B_1967_308,,
308,1967,T,5B,148.15,11.3,T5B_1967_308,,
309,1967,T,5C,143.66,7.6,T5C_1967_309,,
309,1967,T,5C,147.08,6.8,T5C_1967_309,,
309,1967,T,5C,143.24,-3,T5C_1967_309,,
309,1967,T,5C,141.15,-2.1,T5C_1967_309,,
310,1967,T,5D,148.15,11.3,T5D_1967_310,,
310,1967,T,5D,150,10.55,T5D_1967_310,,
310,1967,T,5D,145.36,-3.8,T5D_1967_310,,
310,1967,T,5D,143.24,-3,T5D_1967_310,,
311,1968,T,6A,139,-44.7,T6A_1968_311,,
311,1968,T,6A,140.7,-45.7,T6A_1968_311,,
311,1968,T,6A,132.5,-58.3,T6A_1968_311,,
311,1968,T,6A,130.8,-57.2,T6A_1968_311,,
312,1968,T,6B,149.3,-28.7,T6B_1968_312,,
312,1968,T,6B,151,-29.8,T6B_1968_312,,
312,1968,T,6B,140.7,-45.7,T6B_1968_312,,
312,1968,T,6B,139,-44.7,T6B_1968_312,,
313,1968,T,6C,139.2,-23.3,T6C_1968_313,,
313,1968,T,6C,151.6,-26.2,T6C_1968_313,,
313,1968,T,6C,145.8,-37.1,T6C_1968_313,,
313,1968,T,6C,133.8,-33.8,T6C_1968_313,,
314,1966,T,2,145.9,-21.1,T2_1966_314,,
314,1966,T,2,152.1,-22.5,T2_1966_314,,
314,1966,T,2,153.1,-23.9,T2_1966_314,,
314,1966,T,2,145.2,-22.6,T2_1966_314,,
315,1969,CA,28,133.2621509,25.302376,CA28_1969_315,,
315,1969,CA,28,133.4,29.3,CA28_1969_315,,
315,1969,CA,28,123.40594,29.64462276,CA28_1969_315,,
315,1969,CA,28,123.3025532,26.64640476,CA28_1969_315,,
315,1969,CA,28,130.2983952,26.40516883,CA28_1969_315,,
315,1969,CA,28,130.2639329,25.40576283,CA28_1969_315,,
316,1970,CA,28,142.6,31.5,CA28_1970_316,,
316,1970,CA,28,133.9296206,33.91340457,CA28_1970_316,,
316,1970,CA,28,134.7837474,29.5235905,CA28_1970_316,,
316,1970,CA,28,132.8569964,30.05990262,CA28_1970_316,,
316,1970,CA,28,131.5162161,25.2430252,CA28_1970_316,,
316,1970,CA,28,132.4795916,24.97486913,CA28_1970_316,,
316,1970,CA,28,131.6751234,22.08474268,CA28_1970_316,,
316,1970,CA,28,139.3821272,19.93949417,CA28_1970_316,,
317,1971,CA,28a,142.6,31.5,CA28a_1971_317,,
317,1971,CA,28a,140.1865954,22.82962063,CA28a_1971_317,,
317,1971,CA,28a,131.5162161,25.2430252,CA28a_1971_317,,
317,1971,CA,28a,133.9296206,33.91340457,CA28a_1971_317,,
318,1970,CA,28b,132.2114355,24.01149365,CA28b_1970_318,,
318,1970,CA,28b,130.8706552,19.19461622,CA28b_1970_318,,
318,1970,CA,28b,138.5776591,17.04936772,CA28b_1970_318,,
318,1970,CA,28b,139.9184394,21.86624515,CA28b_1970_318,,
319,1971,CA,28c,137.2368787,12.23249029,CA28c_1971_319,,
319,1971,CA,28c,136.4324106,9.34236384,CA28c_1971_319,,
319,1971,CA,28c,128.7254067,11.48761234,CA28c_1971_319,,
319,1971,CA,28c,130.6024991,18.23124074,CA28c_1971_319,,
319,1971,CA,28c,135.4193765,16.89046042,CA28c_1971_319,,
319,1971,CA,28c,134.3467523,13.03695848,CA28c_1971_319,,
320,1968,T,1AM,204.8506717,26.18431362,T1AM_1968_320,,
320,1968,T,1AM,208.632946,24.88262183,T1AM_1968_320,,
320,1968,T,1AM,207.3312542,21.10034759,T1AM_1968_320,,
320,1968,T,1AM,203.5489799,22.40203937,T1AM_1968_320,,
321,1969,T,1AN,198.2316918,28.46227425,T1AN_1969_321,,
321,1969,T,1AN,204.8506717,26.18431362,T1AN_1969_321,,
321,1969,T,1AN,203.5489799,22.40203937,T1AN_1969_321,,
321,1969,T,1AN,196.93,24.68,T1AN_1969_321,,
322,1970,T,5E,159.9,10.9,T5E_1970_322,,
322,1970,T,5E,155.1565835,12.48113883,T5E_1970_322,,
322,1970,T,5E,154.2079002,9.63508894,T5E_1970_322,,
322,1970,T,5E,150.413167,10.9,T5E_1970_322,,
322,1970,T,5E,145.6697505,-3.33024947,T5E_1970_322,,
322,1970,T,5E,154.2079002,-6.17629937,T5E_1970_322,,
323,1982,T,26,199.5545,-61.6559,T26_1982_323,,
323,1982,T,26,196.0873,-72.0951,T26_1982_323,,
323,1982,T,26,186.597,-68.943,T26_1982_323,,
323,1982,T,26,185.021,-73.6881,T26_1982_323,,
323,1982,T,26,172.3685,-70.5395,T26_1982_323,,
323,1982,T,26,174.2597,-64.8453,T26_1982_323,,
323,1982,T,26,177.1068,-65.791,T26_1982_323,,
323,1982,T,26,178.998,-60.0968,T26_1982_323,,
323,1982,T,26,190.3863,-63.8793,T26_1982_323,,
323,1982,T,26,191.0167,-61.9813,T26_1982_323,,
323,1982,T,26,193.8638,-62.9269,T26_1982_323,,
323,1982,T,26,194.8094,-60.0798,T26_1982_323,,
324,1981,T,26,200.174,-50.271,T26_1981_324,,
324,1981,T,26,202.0728,-50.9014,T26_1981_324,,
324,1981,T,26,200.496,-55.6465,T26_1981_324,,
324,1981,T,26,198.5987,-55.0161,T26_1981_324,,
325,1984,T,26,171.1043,-71.1733,T26_1984_325,,
325,1984,T,26,173.6259,-63.5811,T26_1984_325,,
325,1984,T,26,175.524,-64.2115,T26_1984_325,,
325,1984,T,26,177.4152,-58.5174,T26_1984_325,,
325,1984,T,26,180.2623,-59.463,T26_1984_325,,
325,1984,T,26,179.6319,-61.361,T26_1984_325,,
325,1984,T,26,191.0201,-65.1435,T26_1984_325,,
325,1984,T,26,191.9658,-62.2965,T26_1984_325,,
325,1984,T,26,194.812,-63.2421,T26_1984_325,,
325,1984,T,26,195.4432,-61.344,T26_1984_325,,
325,1984,T,26,204.933,-64.49,T26_1984_325,,
325,1984,T,26,205.24,-63.547,T26_1984_325,,
325,1984,T,26,207.146,-64.177,T26_1984_325,,
325,1984,T,26,206.201,-67.024,T26_1984_325,,
325,1984,T,26,203.35,-66.079,T26_1984_325,,
325,1984,T,26,203.038,-67.028,T26_1984_325,,
325,1984,T,26,203.987,-67.343,T26_1984_325,,
325,1984,T,26,203.357,-69.241,T26_1984_325,,
325,1984,T,26,202.408,-68.926,T26_1984_325,,
325,1984,T,26,202.093,-69.875,T26_1984_325,,
325,1984,T,26,204.94,-70.8207,T26_1984_325,,
325,1984,T,26,205.255,-69.8717,T26_1984_325,,
325,1984,T,26,207.153,-70.502,T26_1984_325,,
325,1984,T,26,206.523,-72.4001,T26_1984_325,,
325,1984,T,26,204.625,-71.769,T26_1984_325,,
325,1984,T,26,204.3099,-72.7187,T26_1984_325,,
325,1984,T,26,198.0615,-70.8275,T26_1984_325,,
325,1984,T,26,197.6701,-73.6745,T26_1984_325,,
325,1984,T,26,191.0269,-71.4681,T26_1984_325,,
325,1984,T,26,190.0813,-74.3152,T26_1984_325,,
325,1984,T,26,186.285,-73.0543,T26_1984_325,,
325,1984,T,26,185.3396,-75.914,T26_1984_325,,
325,1984,T,26,175.798,-73.0645,T26_1984_325,,
325,1984,T,26,176.483,-74.0136,T26_1984_325,,
325,1984,T,26,174.585,-73.3831,T26_1984_325,,
325,1984,T,26,174.9003,-72.4341,T26_1984_325,,
326,1985,T,26,201.459,-68.6108,T26_1985_326,,
326,1985,T,26,203.6726,-68.2922,T26_1985_326,,
326,1985,T,26,203.987,-67.3432,T26_1985_326,,
326,1985,T,26,203.0388,-67.028,T26_1985_326,,
326,1985,T,26,203.6692,-65.1299,T26_1985_326,,
326,1985,T,26,206.5163,-66.0756,T26_1985_326,,
326,1985,T,26,207.1467,-64.1775,T26_1985_326,,
326,1985,T,26,205.2487,-63.5471,T26_1985_326,,
326,1985,T,26,205.5639,-62.5981,T26_1985_326,,
326,1985,T,26,207.4619,-63.2285,T26_1985_326,,
326,1985,T,26,207.777,-62.2795,T26_1985_326,,
326,1985,T,26,209.675,-62.909,T26_1985_326,,
326,1985,T,26,209.0448,-64.8079,T26_1985_326,,
326,1985,T,26,210.9428,-65.4383,T26_1985_326,,
326,1985,T,26,209.0516,-71.1325,T26_1985_326,,
326,1985,T,26,206.2045,-70.1869,T26_1985_326,,
326,1985,T,26,206.5197,-69.2378,T26_1985_326,,
326,1985,T,26,205.5705,-68.9226,T26_1985_326,,
326,1985,T,26,205.255,-69.8717,T26_1985_326,,
327,1986,T,26,206.8281,-61.9643,T26_1986_327,,
327,1986,T,26,210.6242,-63.2251,T26_1986_327,,
327,1986,T,26,210.9394,-62.2761,T26_1986_327,,
327,1986,T,26,214.7355,-63.5369,T26_1986_327,,
327,1986,T,26,213.7899,-66.384,T26_1986_327,,
327,1986,T,26,212.8409,-66.0688,T26_1986_327,,
327,1986,T,26,212.5256,-67.0178,T26_1986_327,,
327,1986,T,26,214.4237,-67.6482,T26_1986_327,,
327,1986,T,26,214.1085,-68.5972,T26_1986_327,,
327,1986,T,26,212.2104,-67.9668,T26_1986_327,,
327,1986,T,26,211.8952,-68.9158,T26_1986_327,,
327,1986,T,26,209.9972,-68.2854,T26_1986_327,,
327,1986,T,26,209.682,-69.2344,T26_1986_327,,
327,1986,T,26,204.9369,-67.6584,T26_1986_327,,
328,1988,T,26,191.6471,-60.0832,T26_1988_328,,
328,1988,T,26,191.0167,-61.9813,T26_1988_328,,
328,1988,T,26,194.8128,-63.2421,T26_1988_328,,
328,1988,T,26,195.4432,-61.344,T26_1988_328,,
329,1988,T,26,166.9828,-61.3746,T26_1988_329,,
329,1988,T,26,166.3532,-63.2727,T26_1988_329,,
329,1988,T,26,172.0465,-65.1639,T26_1988_329,,
329,1988,T,26,172.6769,-63.2659,T26_1988_329,,
330,1988,T,26,127.1,-26,T26_1988_330,,
330,1988,T,26,125.524,-30.7451,T26_1988_330,,
330,1988,T,26,131.2181,-32.6364,T26_1988_330,,
330,1988,T,26,132.7941,-27.8912,T26_1988_330,,
331,1989,T,26,170.4602,-60.4222,T26_1989_331,,
331,1989,T,26,176.1544,-62.3135,T26_1989_331,,
331,1989,T,26,174.8935,-66.31096,T26_1989_331,,
331,1989,T,26,169.1994,-64.2183,T26_1989_331,,
332,1989,T,26,218.8434,-60.6864,T26_1989_332,,
332,1989,T,26,218.213,-62.5845,T26_1989_332,,
332,1989,T,26,220.111,-63.2149,T26_1989_332,,
332,1989,T,26,220.7414,-61.3168,T26_1989_332,,
333,1990,T,26,197.6497,-54.7009,T26_1990_333,,
333,1990,T,26,201.4458,-55.9617,T26_1990_333,,
333,1990,T,26,200.5002,-58.8088,T26_1990_333,,
333,1990,T,26,198.6021,-58.1784,T26_1990_333,,
333,1990,T,26,197.9717,-60.0764,T26_1990_333,,
333,1990,T,26,196.0737,-59.446,T26_1990_333,,
334,1990,T,26,183.7364,-55.3483,T26_1990_334,,
334,1990,T,26,182.7907,-58.1954,T26_1990_334,,
334,1990,T,26,188.4849,-60.0866,T26_1990_334,,
334,1990,T,26,189.4305,-57.2395,T26_1990_334,,
335,1992,T,26,181.8383,-54.7179,T26_1992_335,,
335,1992,T,26,189.4305,-57.2395,T26_1992_335,,
335,1992,T,26,188.4849,-60.0866,T26_1992_335,,
335,1992,T,26,183.1059,-57.2463,T26_1992_335,,
335,1992,T,26,181.2079,-56.6159,T26_1992_335,,
336,1994,T,26,189.4305,-57.2395,T26_1994_336,,
336,1994,T,26,188.4849,-60.0866,T26_1994_336,,
336,1994,T,26,194.179,-61.9779,T26_1994_336,,
336,1994,T,26,195.1246,-59.1308,T26_1994_336,,
337,1995,T,26,172.3447,-48.4035,T26_1995_337,,
337,1995,T,26,170.4534,-54.0977,T26_1995_337,,
337,1995,T,26,173.3005,-55.0433,T26_1995_337,,
337,1995,T,26,175.1918,-49.3492,T26_1995_337,,
338,1997,TSF,0,136,-27,TSF0_1997_338,,
338,1997,TSF,0,136,-29,TSF0_1997_338,,
338,1997,TSF,0,138,-29,TSF0_1997_338,,
338,1997,TSF,0,138,-27,TSF0_1997_338,,
339,1996,TSF,0,139,-18,TSF0_1996_339,,
339,1996,TSF,0,139,-22,TSF0_1996_339,,
339,1996,TSF,0,141,-22,TSF0_1996_339,,
339,1996,TSF,0,141,-18,TSF0_1996_339,,
340,1971,TR,13,131.0095,-16.028,TR13_1971_340,,
340,1971,TR,13,128.4318,-24.6509,TR13_1971_340,,
340,1971,TR,13,132.2642,-25.7966,TR13_1971_340,,
340,1971,TR,13,133.1234,-22.9222,TR13_1971_340,,
340,1971,TR,13,129.291,-21.7766,TR13_1971_340,,
340,1971,TR,13,129.5774,-20.8185,TR13_1971_340,,
340,1971,TR,13,134.368,-22.2505,TR13_1971_340,,
340,1971,TR,13,135.8,-17.46,TR13_1971_340,,
341,1970,TR,13,135.8,-17.46,TR13_1970_341,,
341,1970,TR,13,133.2223,-26.083,TR13_1970_341,,
341,1970,TR,13,128.4318,-24.6509,TR13_1970_341,,
341,1970,TR,13,131.0095,-16.028,TR13_1970_341,,
342,1977,TR,12,132.0668,-9.33102,TR12_1977_342,,
342,1977,TR,12,137.83,-11,TR12_1977_342,,
342,1977,TR,12,136.995,-13.8816,TR12_1977_342,,
342,1977,TR,12,132.1928,-12.4908,TR12_1977_342,,
342,1977,TR,12,131.6365,-14.4119,TR12_1977_342,,
342,1977,TR,12,130.676,-14.1337,TR12_1977_342,,
343,1977,TR,11,141,-4.48311,TR11_1977_343,,
343,1977,TR,11,140.4402,-10.4,TR11_1977_343,,
343,1977,TR,11,132.76,-8.16067,TR11_1977_343,,
343,1977,TR,11,133.3198,-6.24062,TR11_1977_343,,
344,1976,TR,12,137.83,-11,TR12_1976_344,,
344,1976,TR,12,136.4392,-15.8027,TR12_1976_344,,
344,1976,TR,12,130.676,-14.1337,TR12_1976_344,,
344,1976,TR,12,132.0668,-9.33102,TR12_1976_344,,
345,1981,T,25,136.936,-56.6635,T25_1981_345,,
345,1981,T,25,135.36,-61.4086,T25_1981_345,,
345,1981,T,25,137.258,-62.0391,T25_1981_345,,
345,1981,T,25,138.8341,-57.294,T25_1981_345,,
346,1982,T,25,150.8562,-62.3407,T25_1982_346,,
346,1982,T,25,149.5953,-66.1368,T25_1982_346,,
346,1982,T,25,151.4934,-66.7672,T25_1982_346,,
346,1982,T,25,152.7542,-62.9711,T25_1982_346,,
347,1984,T,25,158.4484,-64.8623,T25_1984_347,,
347,1984,T,25,157.5027,-67.7094,T25_1984_347,,
347,1984,T,25,159.4008,-68.3395,T25_1984_347,,
347,1984,T,25,159.0856,-69.2888,T25_1984_347,,
347,1984,T,25,162.8817,-70.5497,T25_1984_347,,
347,1984,T,25,164.1425,-66.7536,T25_1984_347,,
348,1984,T,25,164.4611,-68.9668,T25_1984_348,,
348,1984,T,25,168.257,-70.227,T25_1984_348,,
348,1984,T,25,167.942,-71.1767,T25_1984_348,,
348,1984,T,25,168.891,-71.4919,T25_1984_348,,
348,1984,T,25,168.2606,-73.3899,T25_1984_348,,
348,1984,T,25,166.3625,-72.7595,T25_1984_348,,
348,1984,T,25,166.677,-71.8105,T25_1984_348,,
348,1984,T,25,163.8307,-70.8649,T25_1984_348,,
349,1985,T,25,161.2954,-65.808,T25_1985_349,,
349,1985,T,25,172.6837,-69.5904,T25_1985_349,,
349,1985,T,25,171.1077,-74.3356,T25_1985_349,,
349,1985,T,25,166.3625,-72.7595,T25_1985_349,,
349,1985,T,25,166.677,-71.8105,T25_1985_349,,
349,1985,T,25,163.8307,-70.8649,T25_1985_349,,
349,1985,T,25,163.5155,-71.8139,T25_1985_349,,
349,1985,T,25,160.6684,-70.8683,T25_1985_349,,
349,1985,T,25,160.6684,-70.8683,T25_1985_349,,
349,1985,T,25,160.6684,-70.8683,T25_1985_349,,
349,1985,T,25,160.6684,-70.8683,T25_1985_349,,
349,1985,T,25,160.3498,-68.655,T25_1985_349,,
350,1994,T,25,130.2895,-51.2948,T25_1994_350,,
350,1994,T,25,129.6591,-53.1929,T25_1994_350,,
350,1994,T,25,137.2512,-55.7145,T25_1994_350,,
350,1994,T,25,137.8817,-53.8165,T25_1994_350,,
351,1994,TNE,25,143.2402,-37.6831,TNE25_1994_351,,
351,1994,TNE,25,142.6098,-39.5811,TNE25_1994_351,,
351,1994,TNE,25,150.202,-42.1028,TNE25_1994_351,,
351,1994,TNE,25,150.8324,-40.2047,TNE25_1994_351,,
352,1994,TNE,25,139.441,-36.4222,TNE25_1994_352,,
352,1994,TNE,25,138.4985,-39.2693,TNE25_1994_352,,
352,1994,TNE,25,142.2946,-40.5301,TNE25_1994_352,,
352,1994,TNE,25,143.2402,-37.6831,TNE25_1994_352,,
353,1995,T,25,130.2895,-51.2948,T25_1995_353,,
353,1995,T,25,129.6591,-53.1929,T25_1995_353,,
353,1995,T,25,135.3532,-55.0841,T25_1995_353,,
353,1995,T,25,135.9836,-53.1861,T25_1995_353,,
354,1997,T,25,151.7,-61.2,T25_1997_354,,
354,1997,T,25,154.6,-62.2,T25_1997_354,,
354,1997,T,25,153.6,-65,T25_1997_354,,
354,1997,T,25,150.8,-64,T25_1997_354,,
355,1981,T,23,208.8256,-46.1391,T23_1981_355,,
355,1981,T,23,205.4318,-52.2613,T23_1981_355,,
355,1981,T,23,208.0556,-53.7158,T23_1981_355,,
355,1981,T,23,211.4495,-47.5936,T23_1981_355,,
356,1969,T,8,159.9,10.9,T8_1969_356,,
356,1969,T,8,154.3457,-6.22161,T8_1969_356,,
356,1969,T,8,193.3449,-18.8731,T8_1969_356,,
356,1969,T,8,198.8992,-1.75153,T8_1969_356,,
357,1970,T,8,179.0259,-7.92018,T8_1970_357,,
357,1970,T,8,177.1745,-13.6274,T8_1970_357,,
357,1970,T,8,184.7841,-16.096,T8_1970_357,,
357,1970,T,8,186.6355,-10.3888,T8_1970_357,,
358,1969,T,9,206.6,19.7,T9_1969_358,,
358,1969,T,9,211.3724,18.20863,T9_1969_358,,
358,1969,T,9,210.7758,16.29967,T9_1969_358,,
358,1969,T,9,218.4117,13.91347,T9_1969_358,,
358,1969,T,9,214.5341,1.5052,T9_1969_358,,
358,1969,T,9,209.7617,2.9966,T9_1969_358,,
358,1969,T,9,207.673,-3.68476,T9_1969_358,,
358,1969,T,9,208.6283,-3.983,T9_1969_358,,
358,1969,T,9,208.0317,-5.891,T9_1969_358,,
358,1969,T,9,204.2138,-4.6988,T9_1969_358,,
358,1969,T,9,206.8983,3.891425,T9_1969_358,,
358,1969,T,9,202.1259,5.3828,T9_1969_358,,
359,1970,T,9,206.6,19.7,T9_1970_359,,
359,1970,T,9,211.372,18.208,T9_1970_359,,
359,1970,T,9,210.775,16.299,T9_1970_359,,
359,1970,T,9,218.4117,13.91347,T9_1970_359,,
359,1970,T,9,211.8496,-7.08509,T9_1970_359,,
359,1970,T,9,204.2138,-4.698,T9_1970_359,,
359,1970,T,9,206.8983,-3.891,T9_1970_359,,
359,1970,T,9,202.1259,5.3828,T9_1970_359,,
360,1969,T,6F,172.6,-30.2,T6F_1969_360,,
360,1969,T,6F,177.1981,-32.164,T6F_1969_360,,
360,1969,T,6F,172.8773,-42.2799,T6F_1969_360,,
360,1969,T,6F,168.2792,-40.3158,T6F_1969_360,,
361,1969,T,6E_1,170.9856,-25.5109,T6E_1_1969_361,,
361,1969,T,6E_1,169.2899,-30.2146,T6E_1_1969_361,,
361,1969,T,6E_1,172.1121,-31.232,T6E_1_1969_361,,
361,1969,T,6E_1,173.8078,-26.5284,T6E_1_1969_361,,
362,1969,T,6D,168.3131,-30.3122,T6D_1969_362,,
362,1969,T,6D,165.3059,-39.8494,T6D_1969_362,,
362,1969,T,6D,168.167,-40.7515,T6D_1969_362,,
362,1969,T,6D,171.1742,-31.2142,T6D_1969_362,,
363,1970,T,6E_2,163.6879,-13.3137,T6E_2_1970_363,,
363,1970,T,6E_2,162.333,-17.076,T6E_2_1970_363,,
363,1970,T,6E_2,165.1555,-18.0941,T6E_2_1970_363,,
363,1970,T,6E_2,166.5121,-14.3311,T6E_2_1970_363,,
364,2009,T,26,186,-66,T26_2009_364,,
364,2009,T,26,190,-66,T26_2009_364,,
364,2009,T,26,190,-69,T26_2009_364,,
364,2009,T,26,186,-69,T26_2009_364,,
365,1969,T,7,140.054026,-11.65794069,T7_1969_365,,
365,1969,T,7,146.0688724,-12.5643744,T7_1969_365,,
365,1969,T,7,145.4497671,-14.46613899,T7_1969_365,,
365,1969,T,7,151.1550609,-16.323455,T7_1969_365,,
365,1969,T,7,154.2505876,-6.81463202,T7_1969_365,,
365,1969,T,7,142.84,-3.1,T7_1969_365,,
366,1985,T,27,181.5435,-74.6406,T27_1985_366,,
366,1985,T,27,176.1849715,-90.77398688,T27_1985_366,,
366,1985,T,27,179.9810625,-92.03481712,T27_1985_366,,
366,1985,T,27,182.502723,-84.44263506,T27_1985_366,,
366,1985,T,27,181.5537002,-84.1274275,T27_1985_366,,
366,1985,T,27,182.1841154,-82.22938198,T27_1985_366,,
366,1985,T,27,185.9802064,-83.49021222,T27_1985_366,,
366,1985,T,27,186.6106215,-81.5921667,T27_1985_366,,
366,1985,T,27,182.8145305,-80.33133647,T27_1985_366,,
366,1985,T,27,184.3905683,-75.58622268,T27_1985_366,,
367,1990,T,27,189.4576898,-82.53778938,T27_1990_367,,
367,1990,T,27,191.3557353,-83.16820449,T27_1990_367,,
367,1990,T,27,190.4101126,-86.01527277,T27_1990_367,,
367,1990,T,27,188.5120671,-85.38485765,T27_1990_367,,
368,1988,T,27,184.3905683,-75.58622268,T27_1988_368,,
368,1988,T,27,182.8145305,-80.33133647,T27_1988_368,,
368,1988,T,27,186.6106215,-81.5921667,T27_1988_368,,
368,1988,T,27,188.1866593,-76.84705291,T27_1988_368,,
369,1989,T,27,182.1841154,-82.22938198,T27_1989_369,,
369,1989,T,27,185.9802064,-83.49021222,T27_1989_369,,
369,1989,T,27,182.8281308,-92.98043979,T27_1989_369,,
369,1989,T,27,179.9810625,-92.03481712,T27_1989_369,,
369,1989,T,27,182.502723,-84.44263506,T27_1989_369,,
369,1989,T,27,181.5537002,-84.1274275,T27_1989_369,,
370,2012,CA,70,56,-36,CA70_2012_370,,
370,2012,CA,70,62,-36,CA70_2012_370,,
370,2012,CA,70,62,-39,CA70_2012_370,,
370,2012,CA,70,56,-39,CA70_2012_370,,
371,2012,CA,72,62,-36,CA72_2012_371,,
371,2012,CA,72,66,-36,CA72_2012_371,,
371,2012,CA,72,66,-39,CA72_2012_371,,
371,2012,CA,72,62,-39,CA72_2012_371,,
372,2012,CB,52,58,-49,CB52_2012_372,,
372,2012,CB,52,62,-49,CB52_2012_372,,
372,2012,CB,52,62,-53,CB52_2012_372,,
372,2012,CB,52,58,-53,CB52_2012_372,,
373,2012,CB,57,50,-53,CB57_2012_373,,
373,2012,CB,57,54,-53,CB57_2012_373,,
373,2012,CB,57,54,-57,CB57_2012_373,,
373,2012,CB,57,50,-57,CB57_2012_373,,
374,2012,CB,56,54,-53,CB56_2012_374,,
374,2012,CB,56,58,-53,CB56_2012_374,,
374,2012,CB,56,58,-57,CB56_2012_374,,
374,2012,CB,56,54,-57,CB56_2012_374,,
375,2012,CB,58,42,-53,CB58_2012_375,,
375,2012,CB,58,46,-53,CB58_2012_375,,
375,2012,CB,58,46,-57,CB58_2012_375,,
375,2012,CB,58,42,-57,CB58_2012_375,,
376,2012,CB,54,50,-49,CB54_2012_376,,
376,2012,CB,54,54,-49,CB54_2012_376,,
376,2012,CB,54,54,-53,CB54_2012_376,,
376,2012,CB,54,50,-53,CB54_2012_376,,
377,2012,CB,60,50,-57,CB60_2012_377,,
377,2012,CB,60,54,-57,CB60_2012_377,,
377,2012,CB,60,54,-59,CB60_2012_377,,
377,2012,CB,60,50,-59,CB60_2012_377,,
378,2012,CB,59,54,-57,CB59_2012_378,,
378,2012,CB,59,58,-57,CB59_2012_378,,
378,2012,CB,59,58,-60,CB59_2012_378,,
378,2012,CB,59,54,-60,CB59_2012_378,,
379,2012,CB,55,46,-49,CB55_2012_379,,
379,2012,CB,55,50,-49,CB55_2012_379,,
379,2012,CB,55,50,-58,CB55_2012_379,,
379,2012,CB,55,48.4,-58,CB55_2012_379,,
379,2012,CB,55,48.4,-57,CB55_2012_379,,
379,2012,CB,55,46,-57,CB55_2012_379,,
380,2012,CB,56,54,-53,CB56_2012_380,,
380,2012,CB,56,58,-53,CB56_2012_380,,
380,2012,CB,56,58,-57,CB56_2012_380,,
380,2012,CB,56,54,-57,CB56_2012_380,,
381,2012,CA,71,59,-33.5,CA71_2012_381,,
381,2012,CA,71,62,-33.5,CA71_2012_381,,
381,2012,CA,71,62,-34,CA71_2012_381,,
381,2012,CA,71,63,-34,CA71_2012_381,,
381,2012,CA,71,63,-36,CA71_2012_381,,
381,2012,CA,71,59,-36,CA71_2012_381,,
382,2012,CA,73,63,-34,CA73_2012_382,,
382,2012,CA,73,66,-34,CA73_2012_382,,
382,2012,CA,73,66,-36,CA73_2012_382,,
382,2012,CA,73,63,-36,CA73_2012_382,,
383,2012,CA,74,56,-33.5,CA74_2012_383,,
383,2012,CA,74,59,-33.5,CA74_2012_383,,
383,2012,CA,74,59,-36,CA74_2012_383,,
383,2012,CA,74,56,-36,CA74_2012_383,,
384,2012,CB,53,58,-53,CB53_2012_384,,
384,2012,CB,53,58,-49,CB53_2012_384,,
384,2012,CB,53,54,-49,CB53_2012_384,,
384,2012,CB,53,54,-53,CB53_2012_384,,
385,2012,CA,75,60,-28,CA75_2012_385,,
385,2012,CA,75,60,-26,CA75_2012_385,,
385,2012,CA,75,58,-26,CA75_2012_385,,
385,2012,CA,75,58,-28,CA75_2012_385,,
386,2013,CA,80,51,-31,CA80_2013_386,,
386,2013,CA,80,55,-31,CA80_2013_386,,
386,2013,CA,80,55,-32,CA80_2013_386,,
386,2013,CA,80,56,-32,CA80_2013_386,,
386,2013,CA,80,56,-36,CA80_2013_386,,
386,2013,CA,80,52,-36,CA80_2013_386,,
386,2013,CA,80,52,-33.5,CA80_2013_386,,
386,2013,CA,80,51,-33.5,CA80_2013_386,,
386,2013,CA,80,51,-31,CA80_2013_386,,
387,2013,CA,81,59,-41,CA81_2013_387,,
387,2013,CA,81,59,-39,CA81_2013_387,,
387,2013,CA,81,63,-39,CA81_2013_387,,
387,2013,CA,81,63,-43,CA81_2013_387,,
387,2013,CA,81,61,-43,CA81_2013_387,,
387,2013,CA,81,61,-41,CA81_2013_387,,
387,2013,CA,81,59,-41,CA81_2013_387,,
388,2013,CA,82,64,-30,CA82_2013_388,,
388,2013,CA,82,64,-26,CA82_2013_388,,
388,2013,CA,82,68,-26,CA82_2013_388,,
388,2013,CA,82,68,-30,CA82_2013_388,,
388,2013,CA,82,64,-30,CA82_2013_388,,
389,2013,CA,83,54,-41,CA83_2013_389,,
389,2013,CA,83,54,-36,CA83_2013_389,,
389,2013,CA,83,56,-36,CA83_2013_389,,
389,2013,CA,83,56,-39,CA83_2013_389,,
389,2013,CA,83,59,-39,CA83_2013_389,,
389,2013,CA,83,59,-41,CA83_2013_389,,
389,2013,CA,83,54,-41,CA83_2013_389,,
