"Item Label","URI","Citation URI","Project","Project URI","Context","Context [2]","Context [3]","Context [4]","Context [5]","Context URI","Latitude (WGS 84)","Longitude (WGS 84)","Early BCE/CE","Late BCE/CE","Item Category","icon","Thumbnail","Published Date","Updated Date"
"2000, ID:414","http://opencontext.org/subjects/77830f25-f564-4094-19b9-7db8aba08945","https://n2t.net/ark:/28722/k2jd4tq50","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate A","Civitate A 45","https://opencontext.org/subjects/b8396eb0-68a9-45df-25f6-323ca536c57d","43.1532893997431","11.399388533035946","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/MCondostaI_173,174.JPG","2012-12-28T00:00:00Z","2025-04-05T15:49:24Z"
"1970, ID:294","http://opencontext.org/subjects/82001ecc-766e-4b9f-2fb0-af5f30722583","https://n2t.net/ark:/28722/k2z896g3p","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro Rectangle","Tesoro Rectangle 13","https://opencontext.org/subjects/69c35ef4-a28a-44ed-9207-781f6e590bfc","43.15305204885628","11.401209277727892","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/IEdlundII_176,177.JPG","2012-12-28T00:00:00Z","2025-04-05T15:48:49Z"
"1973, ID:277","http://opencontext.org/subjects/bfa79728-c24a-431d-94a4-ea96fbcd266a","https://n2t.net/ark:/28722/k26m3747w","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro Rectangle","Tesoro Rectangle 5","https://opencontext.org/subjects/c7642f73-7027-4294-575e-b647e1f4486d","43.153443448424234","11.401511812292544","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/ERystedtIII_188,189.JPG","2012-12-28T00:00:00Z","2025-04-05T15:48:56Z"
"1975, ID:289","http://opencontext.org/subjects/1427ab95-f567-4a47-630b-094e82651a49","https://n2t.net/ark:/28722/k2ns0qz91","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro Rectangle","Tesoro Rectangle 9","https://opencontext.org/subjects/c253c0ea-35af-4cb0-2706-5029b26a50a7","43.153270474004145","11.401326993144824","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/BPorterI_159,160.JPG","2012-12-28T00:00:00Z","2025-04-05T15:48:58Z"
"1966, ID:306","http://opencontext.org/subjects/3f77b349-231a-41ae-91b9-0ae0d913dc07","https://n2t.net/ark:/28722/k2gf0rx52","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Poggio Aguzzo","Poggio Aguzzo 1","https://opencontext.org/subjects/c7c9efbf-0136-42b9-2132-221fa5ea2f2a","43.153362073422","11.40202402957","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/BHillI_96,96.JPG","2012-12-28T00:00:00Z","2025-04-05T15:48:25Z"
"1987, ID:433","http://opencontext.org/subjects/e5461f2d-c3c5-474b-f8a8-a1b8c56ccaaa","https://n2t.net/ark:/28722/k24f1rk3w","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 26","https://opencontext.org/subjects/85992e07-7da1-4af7-f0b8-2209cbe4f57f","43.15265000000001","11.401850000000001","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/ACollinsVIII_96,97.JPG","2012-12-28T00:00:00Z","2025-07-02T10:35:50Z"
"2012, ID:651","http://opencontext.org/subjects/2196c174-d15b-428d-bb25-b375b2ce1aa6","https://n2t.net/ark:/28722/k2h993f0v","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate B","Civitate B 57","https://opencontext.org/subjects/ce326aab-8fce-4644-079a-d846db926d2d","43.152799581243485","11.400196198966434","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","","2012-12-28T00:00:00Z","2025-04-05T15:49:48Z"
"1976, ID:79","http://opencontext.org/subjects/1c8a3854-31c8-42dc-d4bb-254ecce95b62","https://n2t.net/ark:/28722/k29p3171g","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 19 Extension","https://opencontext.org/subjects/d80b80ac-f263-4d75-f1b6-c9d1e658452c","43.15348218641564","11.40191625892757","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/GWardenIV_335,336.JPG","2012-12-28T00:00:00Z","2025-04-05T15:48:58Z"
"1966, ID:375","http://opencontext.org/subjects/1e4c1934-f7f3-40e4-04ca-53fc2c50e193","https://n2t.net/ark:/28722/k20v8fj57","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 1 Test 4","https://opencontext.org/subjects/498c165e-ea8a-4332-2a2b-c6e8c7fa12ac","43.152609876758","11.402819672617","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/SCummerI_123,124.JPG","2012-12-28T00:00:00Z","2025-04-05T15:48:26Z"
"2001, ID:506","http://opencontext.org/subjects/38eb7fe3-d403-4515-d17d-eccee1472e3a","https://n2t.net/ark:/28722/k2h70d19f","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 26 South Extension","https://opencontext.org/subjects/20861f9c-d764-4e71-f954-1c2492f949fc","43.152712676709335","11.401858002608222","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/SVitaleI_116,117.JPG","2012-12-28T00:00:00Z","2025-04-05T15:49:27Z"
"1999, ID:368","http://opencontext.org/subjects/847268d2-b10f-4cbb-ffec-577630572c9c","https://n2t.net/ark:/28722/k2445nd2b","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro South Flank","Tesoro South Flank, Extension I 0","https://opencontext.org/subjects/b141d9a8-40c6-4416-a3a5-3b3f8ac33150","43.1529244706037","11.401749829425361","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/EClarkII/EClarkII_186,187.jpg","2012-12-28T00:00:00Z","2025-04-05T15:49:23Z"
"1973, ID:73","http://opencontext.org/subjects/9736fa6a-3373-4429-50a3-1fb235e00649","https://n2t.net/ark:/28722/k2n013v3s","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 18","https://opencontext.org/subjects/8278e5d0-37ee-493b-8c3f-d2b82e469e98","43.153538135743844","11.40179482745992","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/JNeilsIII_188,189.JPG","2012-12-28T00:00:00Z","2025-04-05T15:48:56Z"
"2015, ID:700","http://opencontext.org/subjects/9420190e-3d76-44cf-ae0f-279900c4a56c","https://n2t.net/ark:/28722/k26d6571k","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 66","https://opencontext.org/subjects/ad6b1caf-39b7-49b3-bf2d-2c71081132f4","43.152844027135686","11.400920037820494","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","","2017-10-04T02:36:49Z","2025-04-05T15:49:55Z"
"1971, ID:70","http://opencontext.org/subjects/e06c5503-d300-4e11-9001-ba93c6f8fdaf","https://n2t.net/ark:/28722/k27s7nt4x","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 18","https://opencontext.org/subjects/8278e5d0-37ee-493b-8c3f-d2b82e469e98","43.15348326366905","11.401729844319751","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/ERystedtI_270,271.JPG","2012-12-28T00:00:00Z","2025-04-05T15:48:52Z"
"1976, ID:278","http://opencontext.org/subjects/41ec3704-2f60-4ca1-07c3-fbb954170f67","https://n2t.net/ark:/28722/k2bc3xz1v","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro Rectangle","Tesoro Rectangle 5","https://opencontext.org/subjects/c7642f73-7027-4294-575e-b647e1f4486d","43.1534160969714","11.40160277877699","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/JMcCallumI_43,43.JPG","2012-12-28T00:00:00Z","2025-04-05T15:48:58Z"
"1994, ID:388","http://opencontext.org/subjects/af7993a7-86f5-49a6-ecb8-d59e265f810f","https://n2t.net/ark:/28722/k20c4xm24","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 21","https://opencontext.org/subjects/d1d5cd18-52e4-4df6-3996-57c51161bcb2","43.152510561262","11.402454384006","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/AGriffithI_214,215.JPG","2012-12-28T00:00:00Z","2025-04-05T15:49:18Z"
"1993, ID:390","http://opencontext.org/subjects/cc2f0592-3b62-4706-2cf9-55dbe9d72e4e","https://n2t.net/ark:/28722/k2p55jh94","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 22 West Extension","https://opencontext.org/subjects/7657e3b1-bd3b-4ca1-dde9-283320549b59","43.152544631958","11.402595291138","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/JBerkinVI/JBerkinVI_228,229.jpg","2012-12-28T00:00:00Z","2025-04-05T15:49:15Z"
"1975, ID:78","http://opencontext.org/subjects/6ae46285-0a75-4c91-0c8a-693540d22612","https://n2t.net/ark:/28722/k2xg9kc5m","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 19","https://opencontext.org/subjects/2c8ea052-ea7e-4eef-c09e-15b4aa761fa0","43.15352959475047","11.401823258801308","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/GWardenIII_178,179.JPG","2012-12-28T00:00:00Z","2025-04-05T15:48:57Z"
"1981, ID:100","http://opencontext.org/subjects/7dd8061f-fcc1-4e69-c8d6-50fcb1cbf2a0","https://n2t.net/ark:/28722/k24b3262x","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 25","https://opencontext.org/subjects/700fa3fc-e0b5-4268-b5a9-ff35cd5d4fd4","43.15270494850112","11.401235827229852","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/JHareIII_168,169.JPG","2012-12-28T00:00:00Z","2025-04-05T15:49:05Z"
"2015, ID:699","http://opencontext.org/subjects/c766cfd8-e1b4-4a66-b6b2-08b2030bdcb8","https://n2t.net/ark:/28722/k22n5fd6b","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 57","https://opencontext.org/subjects/fc63c254-172e-4de5-9f67-90ea071b2549","43.15293952523064","11.400720368279991","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","","2017-10-04T02:36:49Z","2025-04-05T15:49:55Z"
"2005, ID:551","http://opencontext.org/subjects/1cd4609f-f5e5-4c2c-3df7-cdcb87cb019e","https://n2t.net/ark:/28722/k28s4pq45","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 30D","https://opencontext.org/subjects/e8cda380-8206-4413-5c7b-c8a14cc40226","43.152727410237134","11.401810173962222","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","","2012-12-28T00:00:00Z","2025-04-05T15:49:34Z"
"2000, ID:421","http://opencontext.org/subjects/54252d07-a291-4b75-6c6e-ad4e831f564c","https://n2t.net/ark:/28722/k27w6c665","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro South Flank","Tesoro South Flank, Extension I 0","https://opencontext.org/subjects/b141d9a8-40c6-4416-a3a5-3b3f8ac33150","43.15297075604132","11.40164351308426","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/PNultonII_166,167.JPG","2012-12-28T00:00:00Z","2025-04-05T15:49:24Z"
"1997, ID:349","http://opencontext.org/subjects/4114e192-9d65-4123-2079-11bd3dd647e3","https://n2t.net/ark:/28722/k28w3d39v","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 21","https://opencontext.org/subjects/d1d5cd18-52e4-4df6-3996-57c51161bcb2","43.15282023826465","11.401418809079859","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/MGlebaI_ 236, 237.JPG","2012-12-28T00:00:00Z","2025-04-05T15:49:20Z"
"2003, ID:513","http://opencontext.org/subjects/11e97c36-9cc5-4616-3c82-771e1ef62bd9","https://n2t.net/ark:/28722/k2xd0vz8w","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 35","https://opencontext.org/subjects/e3c2329f-fac6-4d23-1786-480918acdc52","43.15286821135881","11.40138664352563","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","","2012-12-28T00:00:00Z","2025-04-05T15:49:30Z"
"1972, ID:404","http://opencontext.org/subjects/97b3fb48-cf5e-4d97-6fc7-e6213bae2ce7","https://n2t.net/ark:/28722/k2hd7st7q","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Courtyard","Courtyard","https://opencontext.org/subjects/b231a5d0-e245-4746-8901-18565ceeb5f2","43.15333642773172","11.401476735692546","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/ENielsenIII_127,128.JPG","2012-12-28T00:00:00Z","2025-04-05T15:48:55Z"
"2011, ID:637","http://opencontext.org/subjects/17085bc0-4fa1-4236-6426-4861ad48b584","https://n2t.net/ark:/28722/k2g73c509","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate B","Civitate B 38","https://opencontext.org/subjects/5c5af90a-ba5c-4ba9-b4b3-a47b38bd1d29","43.15246119186168","11.398978672286265","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","","2012-12-28T00:00:00Z","2025-04-05T15:49:46Z"
"1991, ID:86","http://opencontext.org/subjects/ccd880a0-1197-4b38-b82f-222c02d10c41","https://n2t.net/ark:/28722/k27w6c684","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 22 West Extension","https://opencontext.org/subjects/7657e3b1-bd3b-4ca1-dde9-283320549b59","43.15278297127206","11.401652879241539","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/NMeyerV_222,223.JPG","2012-12-28T00:00:00Z","2025-04-05T15:49:13Z"
"1976, ID:292","http://opencontext.org/subjects/b07d574d-336e-4fc5-b9be-59136145193d","https://n2t.net/ark:/28722/k2f76b802","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro Rectangle","Tesoro Rectangle 12","https://opencontext.org/subjects/07a9f589-86a0-4297-95d1-e6565c93ba14","43.15312687160141","11.4012431355629","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/MFullertonI_151,152.JPG","2012-12-28T00:00:00Z","2025-04-05T15:48:59Z"
"2015, ID:706","http://opencontext.org/subjects/b8233443-f716-4cfe-9b52-fe46a81eb610","https://n2t.net/ark:/28722/k2zw1rp2p","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 58","https://opencontext.org/subjects/fe1fdabd-09b1-4fc1-8f02-b54df5ec3ac4","43.15290512647937","11.400699272258706","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","","2017-10-04T02:36:50Z","2025-04-05T15:49:56Z"
"1997, ID:352","http://opencontext.org/subjects/a13a7840-04f0-492a-c8e3-c1ea488b006c","https://n2t.net/ark:/28722/k2zc7ww1n","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate A","Civitate A 41","https://opencontext.org/subjects/e9327a2b-215f-4878-26d5-dc2c1e817f93","43.15336653721281","11.399550385523598","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/AMChristensenVI/AMChristensenVI_174,175.jpg","2012-12-28T00:00:00Z","2025-04-05T15:49:20Z"
"2000, ID:413","http://opencontext.org/subjects/3b24ea00-ca9e-4762-52a2-5a170bce1402","https://n2t.net/ark:/28722/k28w3d38c","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate A","Civitate A 44","https://opencontext.org/subjects/646908e5-c30a-4d22-85d8-b2c4f56be0fd","43.1532914419341","11.399434968537317","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/PNultonI_120,121.JPG","2012-12-28T00:00:00Z","2025-04-05T15:49:24Z"
"2008, ID:599","http://opencontext.org/subjects/eccc7a10-11c7-43da-74e6-726210980a54","https://n2t.net/ark:/28722/k2833s037","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 48","https://opencontext.org/subjects/14ba1e60-cdaa-4d0c-ae3f-1b9c84cb3188","43.15271924551682","11.401963459095168","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","","2012-12-28T00:00:00Z","2025-04-05T15:49:41Z"
"2009, ID:616","http://opencontext.org/subjects/0d1e2474-6e46-4348-ad85-800ab9f3d80d","https://n2t.net/ark:/28722/k26973z9c","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 56","https://opencontext.org/subjects/5217f5a4-f934-436e-5d44-7a8befc12579","43.152883253583916","11.401252538988834","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/T56-20090731-Closing-Photographs-From-West-Facing-East.jpg","2012-12-28T00:00:00Z","2025-04-05T15:49:43Z"
"T105 2024","http://opencontext.org/subjects/d18830b1-2148-405f-8a0d-ad21c14d1c11","","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 105","https://opencontext.org/subjects/6a32c583-3a3a-4031-a118-0e6e57649372","43.15291906068423","11.402131120982823","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://storage.googleapis.com/opencontext-media/poggio-civitate/2024-media/thumbs/trench-book-trench-layout-15-57-16.jpg","2012-07-06T00:00:00Z","2025-04-05T15:48:21Z"
"1970, ID:532","http://opencontext.org/subjects/a4494215-7687-4aea-b4eb-dd443fe84730","https://n2t.net/ark:/28722/k2ft8jk82","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Agger","Agger 1","https://opencontext.org/subjects/bf504412-7460-460c-4109-fb3428ef1931","43.153966140747","11.402267074585","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/PSmallII_103,104.JPG","2012-12-28T00:00:00Z","2025-04-05T15:48:51Z"
"1993, ID:407","http://opencontext.org/subjects/17924be4-6a53-47c1-0e6a-d9c8f840f2d9","https://n2t.net/ark:/28722/k2h13083s","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate B","Civitate B 27","https://opencontext.org/subjects/5e57d604-4298-47e7-5939-004cfc1a837f","43.15323984290002","11.398878075348387","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/ENielsenIV_96,97.JPG","2012-12-28T00:00:00Z","2025-04-05T15:49:17Z"
"2001, ID:464","http://opencontext.org/subjects/c7eac347-78b3-4fc2-16e2-561acba7d836","https://n2t.net/ark:/28722/k2kd1vm38","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate D","Civitate D 9","https://opencontext.org/subjects/eca6f5b6-cc2c-48e8-a584-e196cbe54e4e","43.150693980387004","11.402783297810274","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/JDiLuzioI_113, 114.JPG","2012-12-28T00:00:00Z","2025-04-05T15:49:27Z"
"1969, ID:308","http://opencontext.org/subjects/c677159a-aaae-4629-5a56-aacdf21b62ec","https://n2t.net/ark:/28722/k2qv3h50b","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Poggio Aguzzo","Poggio Aguzzo 1","https://opencontext.org/subjects/c7c9efbf-0136-42b9-2132-221fa5ea2f2a","43.153362073422","11.40202402957","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/BJHurstI_63,63.JPG","2012-12-28T00:00:00Z","2025-04-05T15:48:47Z"
"T107 2024","http://opencontext.org/subjects/9ae83dc6-3b25-4fc9-b3e5-a9b8d5a6e557","","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 107","https://opencontext.org/subjects/48778cbb-852a-4495-9a51-2dba055d89d3","43.15282640014293","11.402233506629795","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://storage.googleapis.com/opencontext-media/poggio-civitate/2024-media/thumbs/trench-book-terraces-area-map-3-36-34.jpg","2012-07-06T00:00:00Z","2025-04-05T15:48:22Z"
"1982, ID:101","http://opencontext.org/subjects/a9f9ad0a-3a54-49d5-21b1-2cb331f82966","https://n2t.net/ark:/28722/k2833s04q","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 25","https://opencontext.org/subjects/700fa3fc-e0b5-4268-b5a9-ff35cd5d4fd4","43.15264904280412","11.40140377425449","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://artiraq.org/static/opencontext/poggio-civitate/thumbs/trenchbookimages/uncropped/GDunham I_240, 241.JPG","2012-12-28T00:00:00Z","2025-04-05T15:49:05Z"
"T108 2024","http://opencontext.org/subjects/427b33b1-95ae-4d58-93ff-7c0509c370cf","","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 108","https://opencontext.org/subjects/c260d24f-2ed2-42d8-93e3-53a3b8979087","43.152863674888735","11.402270380975736","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","https://storage.googleapis.com/opencontext-media/poggio-civitate/2024-media/thumbs/trench-book-1000015308-19-18-11.jpg","2012-07-06T00:00:00Z","2025-04-05T15:48:22Z"
"2013, ID:673","http://opencontext.org/subjects/7d8606a7-cb65-4b3e-a339-fbb9b6ff7eb4","https://n2t.net/ark:/28722/k2q81mp34","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate A","Civitate A 70","https://opencontext.org/subjects/50d5e83e-a2f9-4d48-c149-db52a4e5cae6","43.152733230591","11.400704574585","-700","-535","Excavation Unit","https://opencontext.org/static/oc/icons-v2/oc-context-icon.svg","","2017-10-04T02:36:42Z","2025-04-05T15:49:51Z"
